Prob_0,Prob_1,Prob_2,Prob_3
0.3677085982656408,0.298996549281733,0.2704040346863357,0.06289081776629038
0.372980479729062,0.29973641030061443,0.25995587246258006,0.06732723750774341
0.3886112796717219,0.2877216189167884,0.24255778815943635,0.08110931325205355
0.4138913909357658,0.26618252651725083,0.2579761262534866,0.06194995629349699
0.4178530427768294,0.1720486908610764,0.18897443099295508,0.22112383536913952
0.4733413172886465,0.21519037557702614,0.23729035886233246,0.07417794827199505
0.44700689941543503,0.23986551028852524,0.24744855778402453,0.06567903251201519
0.012541550751039115,0.43271460249751026,0.02606567557566333,0.5286781711757876
0.4008670488570917,0.27791058508163025,0.24641894488877944,0.07480342117249882
0.4762715634648862,0.21547655910305236,0.2417294124062668,0.0665224650257947
0.406108649750211,0.2729170546991857,0.25730214529570744,0.06367215025489574
0.4350338925371645,0.24942004953397984,0.24998693034941158,0.06555912757944418
0.49702308057822964,0.1974927400402401,0.23683082275571016,0.06865335662582013
0.47562515212336276,0.21476012738405753,0.23948176782713645,0.07013295266544303
0.4832546700704093,0.20848471055304632,0.23847707226244372,0.06978354711410079
0.4441975687578468,0.2423556776353643,0.25002876531152746,0.06341798829526132
0.4952227709796084,0.19466077093358383,0.23165323849502006,0.07846321959178783
0.6146207760448555,0.07885236703095265,0.1900520633912761,0.11647479353291576
0.41960012504016453,0.2625152640720964,0.25082263590500575,0.06706197498273316
0.3907154121145098,0.28298227458974673,0.26430101569762116,0.06200129759812262
0.6424271922352024,0.053258530419871455,0.17405767307548128,0.13025660426944477
0.4941218290172903,0.19912501452531914,0.23620712472605168,0.07054603173133898
0.43093837362730775,0.25291039087312234,0.24743538648633934,0.0687158490132305
0.40498403769455427,0.2728713875681336,0.2602817645262696,0.06186281021104265
0.441681541262484,0.2443601513306797,0.24921163621735443,0.06474667118948174
0.40145358789258934,0.27452540336430076,0.23757554815347193,0.08644546058963787
0.4564620006957779,0.2322665813036238,0.24744966084722173,0.0638217571533766
0.45791180290121236,0.22957292758844866,0.24182194641538482,0.07069332309495424
0.6367795445064479,0.05766214331100792,0.1754081584636546,0.13015015371888977
0.4393372177225434,0.24629498358953247,0.2497590240748253,0.0646087746130987
0.5782673763658044,0.12602422040512534,0.21394017918333968,0.08176822404573088
0.434182340667202,0.25018708437987053,0.24702229394477077,0.06860828100815648
0.47039990111549673,0.22063122081000897,0.2438320237265615,0.06513685434793258
0.4957985543816668,0.19907239217114048,0.23789142514021708,0.06723762830697531
0.541540315772366,0.12687437793384107,0.20414542880012237,0.12743987749367022
0.09403789138220929,0.542519299600704,0.12230391634821401,0.2411388926688724
0.39260617151012056,0.2816379811065552,0.26336061660075416,0.06239523078257015
0.4297258671064055,0.24667987995973534,0.23273614139910914,0.09085811153475008
0.47381315696365767,0.21779034212389128,0.2432074553734326,0.06518904553901829
0.43518228151913374,0.2490814462295899,0.24559895900747622,0.07013731324380033
0.5869508205304146,0.11483056364148109,0.2087901997126566,0.08942841611544783
0.4139840577109532,0.26670010000006594,0.255781074477231,0.06353476781175008
0.43521920794697166,0.249473593511038,0.24789554396855848,0.06741165457343183
0.5698685748141786,0.13135600815716678,0.21538749822241515,0.0833879188062394
0.5539342376514743,0.14720270061735996,0.22146599250698892,0.07739706922417676
0.5075569294493147,0.18030614417008778,0.2260912948731063,0.08604563150749121
0.3857861304962117,0.28824487115480596,0.2622387351007833,0.06373026324819875
0.4479480358236383,0.23921130920768735,0.24821057156856718,0.06463008340010713
0.4974435693012976,0.1971941006409105,0.23682539431575497,0.06853693574203702
0.4207367409176912,0.2611107290225909,0.255621893988071,0.06253063607164706
0.40192984755886124,0.27698603071941674,0.25418890115065434,0.06689522057106777
0.43464598045592717,0.2501305014551876,0.2501095375346932,0.06511398055419203
0.07830497409645276,0.5606787441402978,0.11390269996439349,0.24711358179885595
0.48504384170186765,0.2083460417246197,0.24053537064950495,0.06607474592400742
0.4446376100952324,0.24194612154769188,0.25046588752713567,0.06295038082993995
0.4036388666572763,0.275524433561538,0.25444291883291825,0.06639378094826758
0.44535788146788075,0.24104284333261705,0.24659563507441795,0.0670036401250845
0.36644290186686945,0.302158120420697,0.2305068779828179,0.10089209972961553
0.39386729334535814,0.2833252784067271,0.2563956387698935,0.06641178947802086
0.5593288162786196,0.14263390198397477,0.21998822638811535,0.07804905534929056
0.3107643292511519,0.354473993402118,0.2262590240006023,0.10850265334612766
0.4525201724146831,0.23549256650063996,0.24775320749470522,0.0642340535899715
0.36924232026522796,0.30489876777581615,0.25172243312151,0.0741364788374458
0.4613170268731271,0.2233098587488542,0.23564325600222932,0.07972985837578933
0.46006032206496783,0.22420911634970425,0.235528707014003,0.08020185457132482
0.40307716337274707,0.27571509858557225,0.25606078677988453,0.06514695126179633
0.37561876901723545,0.29392026584745734,0.26789828727598936,0.06256267785931807
0.4416504565714204,0.24313590435298915,0.24326265481318352,0.0719509842624069
0.40604534885792243,0.2727565273988713,0.25811368674349233,0.06308443699971393
0.4225364737405542,0.2568745499415144,0.23857742294271428,0.08201155337521732
0.6018298116471829,0.10416913552834337,0.2047482642079035,0.08925278861656985
0.42770683565985373,0.2557808523176018,0.25249236220524923,0.06401994981729556
0.4816620073790971,0.2111927075059291,0.24142144759977463,0.06572383751519893
0.031741622419612876,0.5667226501265128,0.06261270474264874,0.33892302271122515
0.38671365160117066,0.28776667907706754,0.2614846465985894,0.06403502272317257
0.4516763742871858,0.23622754594839765,0.24875818836788854,0.06333789139652814
0.46119428711666655,0.22836124469104999,0.24630477811378054,0.0641396900785027
0.19457977495399678,0.40642908852441295,0.15902660850003997,0.23996452802155024
0.40209729325579197,0.27569877789984376,0.2592916930224976,0.062912235821867
0.1110678124925229,0.515240959897203,0.12816648092112587,0.24552474668914803
0.44670305609118816,0.24029195010129395,0.24996729940167503,0.06303769440584285
0.45800277715289167,0.23096553666054515,0.2466461961651447,0.06438549002141819
0.357914213901762,0.31506914428477895,0.24552428016999783,0.08149236164346096
0.4228060227426285,0.2595888538228971,0.24723570225732114,0.07036942117715328
0.44248699727000324,0.24374463786056697,0.25060392650724234,0.06316443836218748
0.42834849097812827,0.2549240737180253,0.2544718827746752,0.062255552529171344
0.33831206566910454,0.33169971252828456,0.24985004433660807,0.08013817746600245
0.07759746054018674,0.5649245440847335,0.11666031762870363,0.24081767774637622
0.4230164549824083,0.25932658677559933,0.25505974763315253,0.06259721060883998
0.11064138508089635,0.405565960077597,0.10540758472427925,0.37838507011722716
0.2535107522172419,0.404489789323476,0.2071134329132343,0.13488602554604773
0.4127742818304979,0.267567943712329,0.25644468630461387,0.06321308815255912
0.5474569064529227,0.153742359418278,0.22391625838195497,0.0748844757468445
0.4008433731913117,0.2774640905297858,0.25659492552101004,0.06509761075789246
0.44697864190023473,0.2400512654710389,0.24989706370672446,0.06307302892200194
0.5598919551122552,0.1423033245942358,0.2199232326511309,0.07788148764237797
0.43526353793431516,0.24962841177797354,0.2501636534221286,0.06494439686558255
0.35687594542582124,0.3156072015381586,0.2507724414867513,0.07674441154926853
0.48902235396345517,0.2049329911300721,0.23963675877065982,0.06640789613581302
0.4367045020523955,0.24846201445111174,0.25100367915924293,0.0638298043372496
0.4322952466311143,0.2518695519103107,0.253414701211748,0.062420500246827014
0.3713994492174708,0.30046212639727093,0.26154761675707644,0.06659080762818184
0.37871752391124375,0.29576264557707443,0.25733091487536586,0.0681889156363157
0.43724232514099715,0.24791545875298665,0.25225561815717784,0.06258659794883807
0.3953285218949945,0.28012960405030696,0.26029698792353223,0.06424488613116604
0.3668164795771532,0.30636563419372365,0.25490267498441566,0.0719152112447074
0.46289374694961133,0.225816919628238,0.24218258912198914,0.0691067443001615
0.4051988485645516,0.2738896423694332,0.2563521306242572,0.06455937844175805
0.40366168492942056,0.27364430565651915,0.26052366512627445,0.062170344287785666
0.42914490152404844,0.253653003398544,0.2441167000277483,0.07308539504965947
0.431671202605004,0.25239919129409255,0.2534288859893093,0.06250072011159422
0.5457569083486029,0.15524543294108142,0.2240466028796091,0.07495105583070631
0.5982042946283576,0.10590214543805815,0.20535676500273553,0.09053679493084898
0.6347527437725139,0.06017869243125361,0.17893672706150782,0.12613183673472453
0.3959788887218826,0.2820818297491988,0.24641686419399297,0.07552241733492568
0.640439790071808,0.06368266706238343,0.18236144269912732,0.11351610016668107
0.4707313022080751,0.22043850609877486,0.24407420805097021,0.0647559836421798
0.45759851727578715,0.22214429445512482,0.23094921007730032,0.08930797819178769
0.4991414596588932,0.19619759475289675,0.2368013677522634,0.06785957783594683
0.5011529119983891,0.19184516473358462,0.23317345537746068,0.07382846789056587
0.4022752452493859,0.2762266695388707,0.2567978304819265,0.0647002547298168
0.40316489434915426,0.2758883685585998,0.24597136624225616,0.07497537084998998
0.43521920794697166,0.249473593511038,0.24789554396855848,0.06741165457343183
0.21001246961170222,0.4274718698756414,0.17833501992863754,0.1841806405840191
0.42081075278376545,0.2613081176090435,0.25413400589242047,0.06374712371477016
0.3853687427347443,0.28959100288033196,0.259453332805059,0.06558692157986501
0.5059026627090463,0.1902462105873586,0.2348513557852503,0.0689997709183448
0.46311559271360964,0.22656045721858326,0.2449053244131739,0.06541862565463342
0.469042021689511,0.22181003821281248,0.2443589516839428,0.06478898841373386
0.4660453398862305,0.22316021584903908,0.24168608056625415,0.06910836369847607
0.43038172343771675,0.25325041350220334,0.253472893107863,0.06289496995221669
0.3800969450372973,0.29518639461176804,0.25484853027165255,0.06986813007928194
0.49445754229318517,0.2002520249047731,0.2380442671494077,0.06724616565263412
0.6181464720068216,0.07220582100731203,0.18580975284645973,0.12383795413940682
0.5347741035627303,0.15911979952555722,0.2226431566803933,0.08346294023131928
0.5548235423956409,0.14444984091218052,0.2197393445236709,0.08098727216850779
0.5027299178251345,0.19305102363534282,0.23610428302284256,0.06811477551667987
0.37871752391124375,0.29576264557707443,0.25733091487536586,0.0681889156363157
0.47976244240771543,0.21174028286852983,0.23965830427788407,0.06883897044587066
0.43052798933453745,0.25348016123848727,0.24971083302910663,0.06628101639786875
0.44937794696012295,0.23809547830408806,0.2492993438144816,0.06322723092130718
0.420697158611914,0.2615597210641047,0.24935685837268012,0.06838626195130151
0.6157344909968302,0.07515675839757084,0.18757747715814774,0.1215312734474508
0.02766459912838656,0.3224883883884894,0.03729357955634693,0.6125534329267773
0.40704406853837655,0.2728813349172932,0.2482435541972954,0.07183104234703466
0.44267185709913487,0.2423446892620345,0.2433689233279293,0.07161453031090131
0.4420769271057307,0.23885321168413023,0.23582958416134034,0.08324027704879877
0.4342088369969249,0.2503713124095887,0.25286137918598595,0.0625584714075003
0.010156872109514522,0.4710975049724721,0.024643248920640643,0.4941023739973724
0.4346056864909586,0.2500353087436073,0.252847888993049,0.06251111577238484
0.36994011472759286,0.30214262068637876,0.260298799873562,0.06761846471246655
0.4368455155141177,0.23952012521967847,0.23145365445119342,0.09218070481501049
0.3757791006898409,0.2939653172626152,0.265446689000768,0.06480889304677567
0.38585300871013906,0.286520532128833,0.26559359283781286,0.062032866323215106
0.3794715759686418,0.29140268353802834,0.26664985387049167,0.06247588662283808
0.42591372601171257,0.25132829966376946,0.23446599276318272,0.08829198156133526
0.36558094217262926,0.2997172934128555,0.27177216795088355,0.0629295964636315
0.3920912384393514,0.28219225035957607,0.2638006210863063,0.06191589011476595
0.4479480358236383,0.23921130920768735,0.24821057156856718,0.06463008340010713
0.4661074156062327,0.22424069466738625,0.24494465871246524,0.06470723101391579
0.40213813374972696,0.2768579230238629,0.24663026295199522,0.07437368027441482
0.3959767774459845,0.2802016876368082,0.2610477578391081,0.06277377707809942
0.4726146873177817,0.21887107545022977,0.24369053229237456,0.06482370493961404
0.3985871712214353,0.2775328114657702,0.2620304489349985,0.06184956837779588
0.4849856243177728,0.20603024040233003,0.23543076939545007,0.07355336588444727
0.34918295593981286,0.3163210620119157,0.26671958686068814,0.06777639518758331
0.6255632719665766,0.07220391166907561,0.18697320687664337,0.11525960948770407
0.009649560313553572,0.19918362883957527,0.015271634399153463,0.7758951764477178
0.46370527655703464,0.22491265463134522,0.2415363835886016,0.06984568522301852
0.5024857945733082,0.19322679313097654,0.23612351640382498,0.06816389589189033
0.5429238131088558,0.15778817677914,0.22525821261786624,0.07402979749413793
0.48471440255375786,0.20853430841350384,0.2403343411305982,0.06641694790214006
0.37518184653757486,0.2957901881957676,0.2651046400702664,0.06392332519639103
0.43753783787605643,0.24777933338723304,0.2503469663392413,0.06433586239746932
0.4586501546199765,0.22979779579935058,0.24400391665194454,0.06754813292872844
0.40387715155786164,0.2746352299948013,0.25785336737902,0.06363425106831726
0.44942022635329115,0.23803820730626365,0.24919919400568705,0.0633423723347581
0.4794622490737902,0.2121003256874462,0.23924895197963036,0.06918847325913306
0.5757638973793843,0.12792440327628093,0.21411905013472465,0.08219264920961007
0.040555468670683555,0.5593003514332703,0.07049830872551481,0.329645871170531
0.3559219396419376,0.30819246372645076,0.2713128020814718,0.06457279455014006
0.48517214827837446,0.20710319493472784,0.2385364836251084,0.06918817316178935
0.37270042751564264,0.30197401613328395,0.25154533616479396,0.07378022018627949
0.44538059747157255,0.24138974483099915,0.2500428103420445,0.06318684735538391
0.3720742596759743,0.29051940491089884,0.22383262630940312,0.11357370910372395
0.40599522252534703,0.2737879497307932,0.2522556464892552,0.0679611812546046
0.5553506453605764,0.14600193788977847,0.22033689526079486,0.07831052148885022
0.007564910469667819,0.45469969973772384,0.020002070948755894,0.5177333188438529
0.4532028662834641,0.23312884750229695,0.24142563666577818,0.07224264954846052
0.4557322312791807,0.2320350618476715,0.24380107959933978,0.06843162727380818
0.5128197813584496,0.18183169535100757,0.23081334848830398,0.07453517480223891
0.485576312976712,0.20716596950867724,0.23917273353493265,0.06808498397967808
0.48517214827837446,0.20710319493472784,0.2385364836251084,0.06918817316178935
0.3994683085937499,0.2774328772912344,0.26062467277401985,0.06247414134099597
0.4891899919326013,0.20480495619575786,0.2396150800421957,0.06638997182944513
