max_age,min_age,number,studio_ind,identi,loneliness,generation,segment,new1,new2
82,71,2,0.4761904761904761,3216,59.25,97.55000000000001,Cluster 1,53.75,47.61904761904761
51,20,3,0.8095238095238094,3218,13.25,70.26,Cluster 2,-2.25,80.95238095238095
64,41,3,0.5079365079365079,3219,28.25,85.77000000000001,Cluster 3,16.75,50.79365079365079
82,54,4,0.4761904761904761,3221,35.0,111.94,Cluster 3,21.0,47.61904761904761
54,23,2,0.7857142857142857,3222,26.25,63.230000000000004,Cluster 2,10.75,78.57142857142857
62,61,2,0.7619047619047619,3223,41.75,81.05000000000001,Cluster 4,41.25,76.19047619047619
44,40,2,0.4761904761904761,3224,23.0,62.24,Cluster 5,21.0,47.61904761904761
74,23,3,0.7142857142857143,3225,31.25,86.43,Cluster 3,5.75,71.42857142857143
61,33,4,0.5714285714285714,3227,14.0,91.15,Cluster 3,0.0,57.14285714285714
52,23,4,0.6071428571428571,3228,4.75,81.91,Cluster 2,-9.75,60.71428571428571
83,53,3,0.5079365079365079,3229,45.5,102.27000000000001,Cluster 1,30.5,50.79365079365079
84,80,2,0.5714285714285714,3230,63.0,101.84,Cluster 1,61.0,57.14285714285714
64,62,2,0.4761904761904761,3231,43.5,82.7,Cluster 5,42.5,47.61904761904761
41,11,3,0.8571428571428571,3232,3.5,60.69,Cluster 2,-11.5,85.71428571428571
62,33,4,0.5515873015873016,3233,14.75,91.81,Cluster 3,0.25,55.158730158730165
81,81,1,0.5714285714285714,3234,71.0,90.19,Cluster 1,71.0,57.14285714285714
83,70,2,0.4761904761904761,3235,59.75,97.88,Cluster 1,53.25,47.61904761904761
51,24,4,0.7380952380952381,3237,4.25,81.58000000000001,Cluster 2,-9.25,73.80952380952381
50,20,3,0.6507936507936508,3238,12.5,69.6,Cluster 2,-2.5,65.07936507936508
64,60,2,0.5714285714285714,3239,43.0,82.04,Cluster 5,41.0,57.14285714285714
83,40,2,0.5714285714285714,3240,52.25,87.98,Cluster 1,30.75,57.14285714285714
83,30,3,0.5291005291005291,3241,39.75,94.68,Cluster 3,13.25,52.910052910052904
80,50,3,0.6666666666666666,3242,42.5,99.30000000000001,Cluster 3,27.5,66.66666666666666
83,81,2,0.5714285714285714,3243,62.5,101.51,Cluster 1,61.5,57.14285714285714
70,12,5,0.5809523809523809,3244,5.5,100.16,Cluster 3,-23.5,58.09523809523809
64,34,3,0.6031746031746031,3245,26.5,83.46000000000001,Cluster 3,11.5,60.317460317460316
54,22,3,0.8095238095238094,3246,16.0,72.9,Cluster 2,0.0,80.95238095238095
84,43,2,0.3809523809523809,3247,53.75,89.63000000000001,Cluster 1,33.25,38.09523809523809
54,51,2,0.5714285714285714,3248,33.25,72.47,Cluster 5,31.75,57.14285714285714
74,63,2,0.5714285714285714,3249,51.25,89.63000000000001,Cluster 1,45.75,57.14285714285714
81,81,2,0.2857142857142857,3251,61.0,100.19,Cluster 1,61.0,28.57142857142857
83,83,1,0.3809523809523809,3252,73.0,92.17,Cluster 1,73.0,38.09523809523809
81,81,1,0.3809523809523809,3253,71.0,90.19,Cluster 1,71.0,38.09523809523809
84,84,1,0.3809523809523809,3254,74.0,93.16000000000001,Cluster 1,74.0,38.09523809523809
61,60,2,0.5714285714285714,3255,40.75,80.06,Cluster 5,40.25,57.14285714285714
54,20,4,0.7857142857142857,3256,5.5,82.24000000000001,Cluster 2,-11.5,78.57142857142857
54,52,2,0.6190476190476191,3257,33.5,72.8,Cluster 5,32.5,61.904761904761905
40,40,1,0.5714285714285714,3258,30.0,49.6,Cluster 5,30.0,57.14285714285714
51,50,2,0.5714285714285714,3259,30.75,70.16,Cluster 5,30.25,57.14285714285714
80,80,1,0.5714285714285714,3260,70.0,89.2,Cluster 1,70.0,57.14285714285714
71,62,3,0.5079365079365079,3261,38.75,97.32,Cluster 3,34.25,50.79365079365079
51,24,3,0.7142857142857143,3263,14.25,71.58000000000001,Cluster 2,0.75,71.42857142857143
71,44,3,0.6031746031746031,3264,34.25,91.38,Cluster 3,20.75,60.317460317460316
81,80,2,0.5714285714285714,3265,60.75,99.86,Cluster 1,60.25,57.14285714285714
62,60,2,0.5714285714285714,3266,41.5,80.72,Cluster 5,40.5,57.14285714285714
53,11,4,0.7857142857142857,3267,2.5,78.61000000000001,Cluster 2,-18.5,78.57142857142857
60,60,2,0.3809523809523809,3268,40.0,79.4,Cluster 5,40.0,38.09523809523809
62,21,3,0.5873015873015873,3269,21.75,77.85,Cluster 3,1.25,58.730158730158735
64,60,2,0.3809523809523809,3270,43.0,82.04,Cluster 5,41.0,38.09523809523809
52,52,1,0.3809523809523809,3271,42.0,61.480000000000004,Cluster 5,42.0,38.09523809523809
61,31,4,0.6309523809523809,3272,13.5,90.49000000000001,Cluster 3,-1.5,63.095238095238095
74,43,3,0.6984126984126985,3273,36.25,93.03,Cluster 3,20.75,69.84126984126985
64,31,3,0.4656084656084656,3274,25.75,82.47,Cluster 3,9.25,46.56084656084656
74,63,2,0.3809523809523809,3275,51.25,89.63000000000001,Cluster 1,45.75,38.09523809523809
72,63,2,0.4761904761904761,3276,49.75,88.31,Cluster 1,45.25,47.61904761904761
71,71,1,0.3809523809523809,3277,61.0,80.28999999999999,Cluster 1,61.0,38.09523809523809
82,61,3,0.7619047619047619,3278,46.75,104.25,Cluster 4,36.25,76.19047619047619
54,14,3,0.5873015873015873,3279,14.0,70.25999999999999,Cluster 2,-6.0,58.730158730158735
50,23,3,0.7142857142857143,3280,13.25,70.59,Cluster 2,-0.25,71.42857142857143
74,73,2,0.5714285714285714,3281,53.75,92.93,Cluster 1,53.25,57.14285714285714
54,23,4,0.7857142857142857,3282,6.25,83.23,Cluster 2,-9.25,78.57142857142857
83,73,2,0.4761904761904761,3283,60.5,98.87,Cluster 1,55.5,47.61904761904761
82,12,5,0.7333333333333333,3285,14.5,108.08000000000001,Cluster 3,-20.5,73.33333333333333
52,21,3,0.7777777777777777,3286,14.25,71.25,Cluster 2,-1.25,77.77777777777777
53,13,4,0.8095238095238095,3287,3.0,79.27000000000001,Cluster 2,-17.0,80.95238095238095
73,72,2,0.5714285714285714,3288,52.75,91.94,Cluster 1,52.25,57.14285714285714
71,60,2,0.5714285714285714,3289,48.25,86.66,Cluster 1,42.75,57.14285714285714
84,80,2,0.3809523809523809,3290,63.0,101.84,Cluster 1,61.0,38.09523809523809
54,14,4,0.6904761904761905,3291,4.0,80.25999999999999,Cluster 2,-16.0,69.04761904761905
70,12,5,0.8857142857142858,3292,5.5,100.16,Cluster 2,-23.5,88.57142857142858
80,71,2,0.5714285714285714,3293,57.75,96.23,Cluster 1,53.25,57.14285714285714
60,30,4,0.5238095238095237,3294,12.5,89.5,Cluster 3,-2.5,52.38095238095237
82,51,3,0.5079365079365079,3295,44.25,100.95,Cluster 1,28.75,50.79365079365079
81,81,1,0.7619047619047619,3296,71.0,90.19,Cluster 4,71.0,76.19047619047619
63,30,3,0.4761904761904761,3297,24.75,81.48,Cluster 3,8.25,47.61904761904761
73,30,3,0.4761904761904761,3298,32.25,88.08,Cluster 3,10.75,47.61904761904761
83,83,1,0.3809523809523809,3300,73.0,92.17,Cluster 1,73.0,38.09523809523809
61,42,3,0.4444444444444444,3301,26.25,84.12,Cluster 3,16.75,44.44444444444444
71,71,1,0.0,3302,61.0,80.28999999999999,Cluster 1,61.0,0.0
83,74,2,0.5714285714285714,3303,60.75,99.2,Cluster 1,56.25,57.14285714285714
64,21,2,0.7857142857142857,3304,33.25,69.17,Cluster 4,11.75,78.57142857142857
83,70,2,0.4761904761904761,3305,59.75,97.88,Cluster 1,53.25,47.61904761904761
60,60,1,0.3809523809523809,3306,50.0,69.4,Cluster 5,50.0,38.09523809523809
72,60,2,0.5714285714285714,3308,49.0,87.32000000000001,Cluster 1,43.0,57.14285714285714
83,83,1,0.5714285714285714,3309,73.0,92.17,Cluster 1,73.0,57.14285714285714
73,70,2,0.4761904761904761,3310,52.25,91.28,Cluster 1,50.75,47.61904761904761
72,70,2,0.4761904761904761,3311,51.5,90.62,Cluster 1,50.5,47.61904761904761
64,23,4,0.7579365079365079,3312,13.75,89.83000000000001,Cluster 2,-6.75,75.79365079365078
64,23,3,0.6507936507936508,3313,23.75,79.83000000000001,Cluster 3,3.25,65.07936507936508
54,14,5,0.8857142857142858,3314,-6.0,90.25999999999999,Cluster 2,-26.0,88.57142857142858
74,73,2,0.4761904761904761,3315,53.75,92.93,Cluster 1,53.25,47.61904761904761
83,83,1,0.5714285714285714,3316,73.0,92.17,Cluster 1,73.0,57.14285714285714
63,22,3,0.8095238095238094,3317,22.75,78.84,Cluster 2,2.25,80.95238095238095
54,54,2,0.4761904761904761,3318,34.0,73.46000000000001,Cluster 5,34.0,47.61904761904761
84,84,1,0.5714285714285714,3319,74.0,93.16000000000001,Cluster 1,74.0,57.14285714285714
63,63,1,0.3809523809523809,3320,53.0,72.37,Cluster 5,53.0,38.09523809523809
53,11,4,0.6904761904761905,3321,2.5,78.61000000000001,Cluster 2,-18.5,69.04761904761905
72,61,2,0.4761904761904761,3323,49.25,87.65,Cluster 1,43.75,47.61904761904761
81,81,1,0.5714285714285714,3324,71.0,90.19,Cluster 1,71.0,57.14285714285714
62,50,3,0.4444444444444444,3325,29.0,87.42,Cluster 3,23.0,44.44444444444444
70,34,3,0.4021164021164021,3326,31.0,87.42,Cluster 3,13.0,40.21164021164021
82,74,2,0.5714285714285714,3327,60.0,98.54,Cluster 1,56.0,57.14285714285714
73,73,1,0.5714285714285714,3328,63.0,82.27,Cluster 1,63.0,57.14285714285714
62,30,3,0.6031746031746031,3329,24.0,80.82,Cluster 3,8.0,60.317460317460316
83,22,4,0.8571428571428571,3331,27.75,102.03999999999999,Cluster 4,-2.75,85.71428571428571
61,30,3,0.5396825396825397,3332,23.25,80.16,Cluster 3,7.75,53.96825396825397
74,70,2,0.5714285714285714,3333,53.0,91.94,Cluster 1,51.0,57.14285714285714
74,74,2,0.3809523809523809,3334,54.0,93.26,Cluster 1,54.0,38.09523809523809
74,40,3,0.6666666666666666,3335,35.5,92.04,Cluster 3,18.5,66.66666666666666
53,51,2,0.5714285714285714,3336,32.5,71.81,Cluster 5,31.5,57.14285714285714
64,64,2,0.3809523809523809,3337,44.0,83.36,Cluster 5,44.0,38.09523809523809
54,12,4,0.7857142857142857,3338,3.5,79.6,Cluster 2,-17.5,78.57142857142857
84,50,3,0.6666666666666666,3339,45.5,101.94,Cluster 3,28.5,66.66666666666666
71,62,2,0.5714285714285714,3340,48.75,87.32,Cluster 1,44.25,57.14285714285714
53,32,3,0.6137566137566137,3341,17.75,75.54,Cluster 2,7.25,61.37566137566137
53,23,4,0.7103174603174602,3342,5.5,82.57000000000001,Cluster 2,-9.5,71.03174603174602
63,23,3,0.5873015873015873,3343,23.0,79.17000000000002,Cluster 3,3.0,58.730158730158735
53,21,4,0.8571428571428571,3344,5.0,81.91,Cluster 2,-11.0,85.71428571428571
53,12,5,0.7523809523809524,3346,-7.25,88.94,Cluster 2,-27.75,75.23809523809524
84,74,2,0.5714285714285714,3347,61.5,99.86000000000001,Cluster 1,56.5,57.14285714285714
61,22,4,0.7380952380952381,3348,11.25,87.52000000000001,Cluster 2,-8.25,73.80952380952381
74,30,2,0.4126984126984127,3349,43.0,78.74000000000001,Cluster 5,21.0,41.269841269841265
81,81,1,0.5714285714285714,3350,71.0,90.19,Cluster 1,71.0,57.14285714285714
82,60,3,0.3174603174603174,3351,46.5,103.92,Cluster 1,35.5,31.74603174603174
60,24,3,0.7142857142857143,3352,21.0,77.52000000000001,Cluster 2,3.0,71.42857142857143
83,80,2,0.5714285714285714,3354,62.25,101.18,Cluster 1,60.75,57.14285714285714
74,71,2,0.5714285714285714,3355,53.25,92.27000000000001,Cluster 1,51.75,57.14285714285714
43,40,2,0.3809523809523809,3356,22.25,61.580000000000005,Cluster 5,20.75,38.09523809523809
80,41,3,0.4444444444444444,3357,40.25,96.33000000000001,Cluster 1,20.75,44.44444444444444
72,40,3,0.5079365079365079,3358,34.0,90.72,Cluster 3,18.0,50.79365079365079
71,71,2,0.5714285714285714,3360,51.0,90.28999999999999,Cluster 1,51.0,57.14285714285714
60,21,4,0.7380952380952381,3361,10.25,86.53,Cluster 2,-9.25,73.80952380952381
80,80,1,0.8571428571428571,3362,70.0,89.2,Cluster 4,70.0,85.71428571428571
81,72,2,0.4761904761904761,3364,58.75,97.22,Cluster 1,54.25,47.61904761904761
84,83,2,0.4761904761904761,3365,63.75,102.83000000000001,Cluster 1,63.25,47.61904761904761
63,41,4,0.5238095238095237,3366,17.5,95.11000000000001,Cluster 3,6.5,52.38095238095237
64,23,3,0.5873015873015873,3367,23.75,79.83000000000001,Cluster 3,3.25,58.730158730158735
62,31,4,0.4682539682539682,3368,14.25,91.15,Cluster 3,-1.25,46.82539682539682
74,32,3,0.6507936507936508,3369,33.5,89.4,Cluster 3,12.5,65.07936507936508
74,71,2,0.4761904761904761,3370,53.25,92.27000000000001,Cluster 1,51.75,47.61904761904761
62,33,3,0.6031746031746031,3372,24.75,81.81,Cluster 3,10.25,60.317460317460316
82,82,1,0.5714285714285714,3373,72.0,91.18,Cluster 1,72.0,57.14285714285714
71,70,2,0.5714285714285714,3375,50.75,89.96000000000001,Cluster 1,50.25,57.14285714285714
41,13,4,0.7857142857142857,3376,-6.0,71.35,Cluster 2,-20.0,78.57142857142857
73,30,4,0.5634920634920635,3377,22.25,98.08,Cluster 3,0.75,56.34920634920635
74,32,4,0.5714285714285714,3378,23.5,99.4,Cluster 3,2.5,57.14285714285714
64,31,3,0.5873015873015873,3379,25.75,82.47,Cluster 3,9.25,58.730158730158735
83,80,3,0.5714285714285714,3380,52.25,111.18,Cluster 1,50.75,57.14285714285714
83,80,2,0.5714285714285714,3381,62.25,101.18,Cluster 1,60.75,57.14285714285714
62,50,2,0.4761904761904761,3382,39.0,77.42,Cluster 5,33.0,47.61904761904761
80,80,1,0.5714285714285714,3383,70.0,89.2,Cluster 1,70.0,57.14285714285714
83,71,2,0.7142857142857142,3384,60.0,98.21000000000001,Cluster 4,54.0,71.42857142857142
71,54,3,0.4444444444444444,3385,36.75,94.68,Cluster 3,28.25,44.44444444444444
84,50,2,0.4761904761904761,3386,55.5,91.94,Cluster 1,38.5,47.61904761904761
83,50,2,0.4761904761904761,3387,54.75,91.28,Cluster 1,38.25,47.61904761904761
81,81,1,0.5714285714285714,3389,71.0,90.19,Cluster 1,71.0,57.14285714285714
52,13,5,0.7682539682539682,3390,-7.75,88.61,Cluster 2,-27.25,76.82539682539682
54,14,3,0.7142857142857143,3391,14.0,70.25999999999999,Cluster 2,-6.0,71.42857142857143
64,63,2,0.8571428571428571,3392,43.75,83.03,Cluster 4,43.25,85.71428571428571
73,71,2,0.5714285714285714,3393,52.5,91.61,Cluster 1,51.5,57.14285714285714
72,44,2,0.3809523809523809,3394,45.0,82.04,Cluster 5,31.0,38.09523809523809
74,34,3,0.5396825396825397,3395,34.0,90.06,Cluster 3,14.0,53.96825396825397
72,61,2,0.4761904761904761,3396,49.25,87.65,Cluster 1,43.75,47.61904761904761
82,82,1,0.5714285714285714,3401,72.0,91.18,Cluster 1,72.0,57.14285714285714
72,72,1,0.3809523809523809,3402,62.0,81.28,Cluster 1,62.0,38.09523809523809
74,70,2,0.4761904761904761,3404,53.0,91.94,Cluster 1,51.0,47.61904761904761
62,32,3,0.5396825396825397,3405,24.5,81.48,Cluster 3,9.5,53.96825396825397
44,11,3,0.7142857142857143,3406,5.75,62.67,Cluster 2,-10.75,71.42857142857143
74,63,2,0.4761904761904761,3407,51.25,89.63000000000001,Cluster 1,45.75,47.61904761904761
82,72,2,0.5714285714285714,3408,59.5,97.88000000000001,Cluster 1,54.5,57.14285714285714
71,71,1,0.3809523809523809,3410,61.0,80.28999999999999,Cluster 1,61.0,38.09523809523809
80,71,2,0.5714285714285714,3411,57.75,96.23,Cluster 1,53.25,57.14285714285714
73,70,2,0.4761904761904761,3412,52.25,91.28,Cluster 1,50.75,47.61904761904761
52,22,3,0.6507936507936508,3413,14.5,71.58,Cluster 2,-0.5,65.07936507936508
84,72,2,0.4761904761904761,3414,61.0,99.2,Cluster 1,55.0,47.61904761904761
84,84,1,0.5714285714285714,3415,74.0,93.16000000000001,Cluster 1,74.0,57.14285714285714
62,62,1,0.3809523809523809,3416,52.0,71.38,Cluster 5,52.0,38.09523809523809
74,60,2,0.2857142857142857,3417,50.5,88.64,Cluster 1,43.5,28.57142857142857
74,71,2,0.5714285714285714,3419,53.25,92.27000000000001,Cluster 1,51.75,57.14285714285714
63,23,3,0.7142857142857143,3420,23.0,79.17000000000002,Cluster 2,3.0,71.42857142857143
63,52,2,0.4761904761904761,3421,40.25,78.74000000000001,Cluster 5,34.75,47.61904761904761
63,63,1,0.5714285714285714,3422,53.0,72.37,Cluster 5,53.0,57.14285714285714
73,72,2,0.5714285714285714,3423,52.75,91.94,Cluster 1,52.25,57.14285714285714
54,11,3,0.7142857142857143,3424,13.25,69.27000000000001,Cluster 2,-8.25,71.42857142857143
82,43,3,0.6666666666666666,3425,42.25,98.31,Cluster 3,22.75,66.66666666666666
62,61,2,0.3809523809523809,3428,41.75,81.05000000000001,Cluster 5,41.25,38.09523809523809
71,44,3,0.5714285714285714,3429,34.25,91.38,Cluster 3,20.75,57.14285714285714
64,32,4,0.5714285714285714,3430,16.0,92.80000000000001,Cluster 3,0.0,57.14285714285714
64,63,2,0.5714285714285714,3431,43.75,83.03,Cluster 5,43.25,57.14285714285714
72,72,1,0.5714285714285714,3432,62.0,81.28,Cluster 1,62.0,57.14285714285714
64,22,3,0.6507936507936508,3433,23.5,79.5,Cluster 2,2.5,65.07936507936508
80,80,2,0.5714285714285714,3435,60.0,99.2,Cluster 1,60.0,57.14285714285714
63,63,1,0.5714285714285714,3436,53.0,72.37,Cluster 5,53.0,57.14285714285714
80,80,1,0.5714285714285714,3437,70.0,89.2,Cluster 1,70.0,57.14285714285714
52,12,4,0.6904761904761905,3438,2.0,78.28,Cluster 2,-18.0,69.04761904761905
54,22,3,0.5873015873015873,3439,16.0,72.9,Cluster 2,0.0,58.730158730158735
81,80,2,0.3809523809523809,3440,60.75,99.86,Cluster 1,60.25,38.09523809523809
84,84,1,0.5714285714285714,3442,74.0,93.16000000000001,Cluster 1,74.0,57.14285714285714
70,70,1,0.8571428571428571,3443,60.0,79.30000000000001,Cluster 4,60.0,85.71428571428571
73,73,1,0.5714285714285714,3444,63.0,82.27,Cluster 1,63.0,57.14285714285714
71,60,2,0.8571428571428571,3445,48.25,86.66,Cluster 4,42.75,85.71428571428571
84,81,2,0.5714285714285714,3446,63.25,102.17,Cluster 1,61.75,57.14285714285714
63,34,3,0.9047619047619048,3447,25.75,82.80000000000001,Cluster 2,11.25,90.47619047619048
64,22,3,0.8095238095238094,3448,23.5,79.5,Cluster 2,2.5,80.95238095238095
53,21,3,0.6507936507936508,3449,15.0,71.91,Cluster 2,-1.0,65.07936507936508
51,21,4,0.7380952380952381,3450,3.5,80.59,Cluster 2,-11.5,73.80952380952381
84,82,2,0.5714285714285714,3451,63.5,102.5,Cluster 1,62.5,57.14285714285714
62,32,3,0.746031746031746,3452,24.5,81.48,Cluster 2,9.5,74.60317460317461
52,14,4,0.8095238095238095,3454,2.5,78.94,Cluster 2,-16.5,80.95238095238095
54,22,3,0.7142857142857143,3456,16.0,72.9,Cluster 2,0.0,71.42857142857143
42,11,4,0.8452380952380952,3457,-5.75,71.35,Cluster 2,-21.25,84.52380952380952
54,54,1,0.7619047619047619,3458,44.0,63.46,Cluster 4,44.0,76.19047619047619
63,21,4,0.7023809523809523,3460,12.5,88.51,Cluster 2,-8.5,70.23809523809523
74,74,1,0.3809523809523809,3461,64.0,83.26,Cluster 1,64.0,38.09523809523809
52,20,4,0.5357142857142857,3463,4.0,80.92,Cluster 2,-12.0,53.57142857142857
63,62,2,0.5714285714285714,3464,42.75,82.04,Cluster 5,42.25,57.14285714285714
81,81,1,0.5714285714285714,3465,71.0,90.19,Cluster 1,71.0,57.14285714285714
62,62,1,0.5714285714285714,3466,52.0,71.38,Cluster 5,52.0,57.14285714285714
54,52,2,0.4761904761904761,3467,33.5,72.8,Cluster 5,32.5,47.61904761904761
82,80,2,0.2857142857142857,3469,61.5,100.52000000000001,Cluster 1,60.5,28.57142857142857
52,52,1,0.8571428571428571,3470,42.0,61.480000000000004,Cluster 4,42.0,85.71428571428571
44,44,1,0.5714285714285714,3471,34.0,53.56,Cluster 5,34.0,57.14285714285714
54,54,1,0.5714285714285714,3472,44.0,63.46,Cluster 5,44.0,57.14285714285714
53,53,1,0.8571428571428571,3473,43.0,62.470000000000006,Cluster 4,43.0,85.71428571428571
64,63,2,0.8571428571428571,3475,43.75,83.03,Cluster 4,43.25,85.71428571428571
71,60,2,0.5714285714285714,3476,48.25,86.66,Cluster 1,42.75,57.14285714285714
71,41,3,0.6666666666666666,3477,33.5,90.39,Cluster 3,18.5,66.66666666666666
82,53,2,0.5714285714285714,3478,54.75,91.61000000000001,Cluster 1,40.25,57.14285714285714
51,14,3,0.7142857142857143,3479,11.75,68.28,Cluster 2,-6.75,71.42857142857143
53,20,3,0.6507936507936508,3480,14.75,71.58000000000001,Cluster 2,-1.75,65.07936507936508
74,62,2,0.5714285714285714,3481,51.0,89.30000000000001,Cluster 1,45.0,57.14285714285714
74,70,2,0.5714285714285714,3482,53.0,91.94,Cluster 1,51.0,57.14285714285714
54,13,5,0.7238095238095238,3483,-6.25,89.93,Cluster 2,-26.75,72.38095238095238
84,82,2,0.4761904761904761,3484,63.5,102.5,Cluster 1,62.5,47.61904761904761
53,23,4,0.7896825396825397,3485,5.5,82.57000000000001,Cluster 2,-9.5,78.96825396825396
60,60,1,0.5714285714285714,3486,50.0,69.4,Cluster 5,50.0,57.14285714285714
51,51,1,0.3809523809523809,3487,41.0,60.49000000000001,Cluster 5,41.0,38.09523809523809
74,70,2,0.5714285714285714,3488,53.0,91.94,Cluster 1,51.0,57.14285714285714
74,42,3,0.5079365079365079,3489,36.0,92.7,Cluster 3,20.0,50.79365079365079
80,61,2,0.5714285714285714,3490,55.25,92.93,Cluster 1,45.75,57.14285714285714
83,64,2,0.4761904761904761,3491,58.25,95.9,Cluster 1,48.75,47.61904761904761
73,64,2,0.3809523809523809,3492,50.75,89.3,Cluster 1,46.25,38.09523809523809
84,82,2,0.5714285714285714,3494,63.5,102.5,Cluster 1,62.5,57.14285714285714
64,64,1,0.3809523809523809,3495,54.0,73.36,Cluster 5,54.0,38.09523809523809
83,83,1,0.5714285714285714,3496,73.0,92.17,Cluster 1,73.0,57.14285714285714
82,73,2,0.7142857142857142,3497,59.75,98.21000000000001,Cluster 4,55.25,71.42857142857142
64,20,4,0.7380952380952381,3498,13.0,88.84,Cluster 2,-9.0,73.80952380952381
54,52,2,0.2857142857142857,3499,33.5,72.8,Cluster 5,32.5,28.57142857142857
72,50,2,0.7142857142857142,3500,46.5,84.02000000000001,Cluster 4,35.5,71.42857142857142
54,13,3,0.7142857142857143,3501,13.75,69.93,Cluster 2,-6.75,71.42857142857143
83,82,2,0.5714285714285714,3502,62.75,101.84,Cluster 1,62.25,57.14285714285714
71,63,2,0.5714285714285714,3504,49.0,87.65,Cluster 1,45.0,57.14285714285714
41,41,1,0.5714285714285714,3506,31.0,50.59,Cluster 5,31.0,57.14285714285714
72,71,2,0.4761904761904761,3507,51.75,90.95,Cluster 1,51.25,47.61904761904761
62,11,5,0.7523809523809523,3508,-0.75,94.55000000000001,Cluster 2,-26.25,75.23809523809523
70,70,1,0.3809523809523809,3509,60.0,79.30000000000001,Cluster 1,60.0,38.09523809523809
83,71,2,0.5714285714285714,3510,60.0,98.21000000000001,Cluster 1,54.0,57.14285714285714
52,14,4,0.8571428571428571,3511,2.5,78.94,Cluster 2,-16.5,85.71428571428571
54,23,3,0.6507936507936508,3512,16.25,73.23,Cluster 2,0.75,65.07936507936508
52,22,2,0.6904761904761905,3514,24.5,61.58,Cluster 2,9.5,69.04761904761905
61,23,4,0.6547619047619048,3516,11.5,87.85000000000001,Cluster 2,-7.5,65.47619047619048
73,41,3,0.6984126984126985,3517,35.0,91.71000000000001,Cluster 3,19.0,69.84126984126985
62,32,3,0.6772486772486772,3519,24.5,81.48,Cluster 2,9.5,67.72486772486772
70,70,1,0.5714285714285714,3520,60.0,79.30000000000001,Cluster 1,60.0,57.14285714285714
73,70,2,0.2857142857142857,3521,52.25,91.28,Cluster 1,50.75,28.57142857142857
73,70,2,0.3809523809523809,3523,52.25,91.28,Cluster 1,50.75,38.09523809523809
63,34,3,0.5502645502645502,3524,25.75,82.80000000000001,Cluster 3,11.25,55.026455026455025
64,60,2,0.6190476190476191,3525,43.0,82.04,Cluster 5,41.0,61.904761904761905
24,20,4,0.25,3526,-17.0,62.44,Cluster 5,-19.0,25.0
80,80,1,0.5714285714285714,3527,70.0,89.2,Cluster 1,70.0,57.14285714285714
82,74,2,0.5714285714285714,3528,60.0,98.54,Cluster 1,56.0,57.14285714285714
73,73,1,0.7619047619047619,3529,63.0,82.27,Cluster 4,63.0,76.19047619047619
72,41,3,0.5714285714285714,3530,34.25,91.05000000000001,Cluster 3,18.75,57.14285714285714
83,80,2,0.5714285714285714,3531,62.25,101.18,Cluster 1,60.75,57.14285714285714
82,80,2,0.4761904761904761,3532,61.5,100.52000000000001,Cluster 1,60.5,47.61904761904761
63,62,2,0.5714285714285714,3533,42.75,82.04,Cluster 5,42.25,57.14285714285714
70,70,1,0.3809523809523809,3534,60.0,79.30000000000001,Cluster 1,60.0,38.09523809523809
83,83,1,0.3809523809523809,3535,73.0,92.17,Cluster 1,73.0,38.09523809523809
61,61,1,0.8571428571428571,3536,51.0,70.39000000000001,Cluster 4,51.0,85.71428571428571
73,32,3,0.6984126984126983,3537,32.75,88.74000000000001,Cluster 3,12.25,69.84126984126982
44,31,4,0.1428571428571428,3538,0.75,79.27000000000001,Cluster 5,-5.75,14.28571428571428
74,53,2,0.3809523809523809,3539,48.75,86.33000000000001,Cluster 1,38.25,38.09523809523809
64,64,1,0.8571428571428571,3540,54.0,73.36,Cluster 4,54.0,85.71428571428571
54,13,3,0.7142857142857143,3542,13.75,69.93,Cluster 2,-6.75,71.42857142857143
52,23,3,0.7142857142857143,3543,14.75,71.91,Cluster 2,0.25,71.42857142857143
80,73,2,0.7142857142857142,3544,58.25,96.89,Cluster 4,54.75,71.42857142857142
64,64,2,0.3809523809523809,3545,44.0,83.36,Cluster 5,44.0,38.09523809523809
82,74,2,0.5714285714285714,3546,60.0,98.54,Cluster 1,56.0,57.14285714285714
81,71,2,0.5714285714285714,3547,58.5,96.89,Cluster 1,53.5,57.14285714285714
61,31,3,0.6137566137566137,3548,23.5,80.49000000000001,Cluster 3,8.5,61.37566137566137
74,41,3,0.5714285714285714,3550,35.75,92.37,Cluster 3,19.25,57.14285714285714
81,81,1,0.5714285714285714,3551,71.0,90.19,Cluster 1,71.0,57.14285714285714
81,81,1,0.5714285714285714,3552,71.0,90.19,Cluster 1,71.0,57.14285714285714
60,60,1,0.3809523809523809,3553,50.0,69.4,Cluster 5,50.0,38.09523809523809
84,82,2,0.5714285714285714,3554,63.5,102.5,Cluster 1,62.5,57.14285714285714
52,22,4,0.6904761904761905,3555,4.5,81.58,Cluster 2,-10.5,69.04761904761905
64,34,4,0.492063492063492,3556,16.5,93.46000000000001,Cluster 3,1.5,49.206349206349195
60,51,2,0.4761904761904761,3557,37.75,76.43,Cluster 5,33.25,47.61904761904761
80,52,2,0.7142857142857142,3558,53.0,89.96000000000001,Cluster 4,39.0,71.42857142857142
73,62,2,0.3809523809523809,3559,50.25,88.64,Cluster 1,44.75,38.09523809523809
53,53,1,0.8571428571428571,3560,43.0,62.470000000000006,Cluster 4,43.0,85.71428571428571
