max_age,min_age,number,studio_ind,identi,loneliness,generation,segment,new1,new2
83,54,2,0.5714285714285714,237,55.75,92.6,Cluster 1,41.25,57.14285714285714
72,72,1,0.5714285714285714,238,62.0,81.28,Cluster 1,62.0,57.14285714285714
63,24,4,0.7103174603174602,239,13.25,89.5,Cluster 2,-6.25,71.03174603174602
74,74,1,0.3809523809523809,240,64.0,83.26,Cluster 1,64.0,38.09523809523809
62,22,3,0.7777777777777777,242,22.0,78.18,Cluster 2,2.0,77.77777777777777
54,12,4,0.7380952380952381,243,3.5,79.6,Cluster 2,-17.5,73.80952380952381
74,42,3,0.7619047619047619,244,36.0,92.7,Cluster 4,20.0,76.19047619047619
74,44,3,0.6349206349206349,245,36.5,93.36000000000001,Cluster 3,21.5,63.49206349206349
84,62,3,0.5079365079365079,247,48.5,105.9,Cluster 1,37.5,50.79365079365079
51,22,2,0.8809523809523809,248,23.75,60.92,Cluster 2,9.25,88.09523809523809
84,50,3,0.4444444444444444,249,45.5,101.94,Cluster 1,28.5,44.44444444444444
63,62,2,0.4761904761904761,251,42.75,82.04,Cluster 5,42.25,47.61904761904761
64,64,1,0.5714285714285714,252,54.0,73.36,Cluster 5,54.0,57.14285714285714
61,51,2,0.4761904761904761,253,38.5,77.09,Cluster 5,33.5,47.61904761904761
72,62,2,0.3809523809523809,254,49.5,87.98,Cluster 1,44.5,38.09523809523809
74,61,2,0.5714285714285714,255,50.75,88.97,Cluster 1,44.25,57.14285714285714
62,50,2,0.5714285714285714,256,39.0,77.42,Cluster 5,33.0,57.14285714285714
73,73,1,0.5714285714285714,257,63.0,82.27,Cluster 1,63.0,57.14285714285714
83,40,3,0.5079365079365079,258,42.25,97.98,Cluster 1,20.75,50.79365079365079
62,21,4,0.7857142857142857,259,11.75,87.85,Cluster 2,-8.75,78.57142857142857
82,80,2,0.4761904761904761,260,61.5,100.52000000000001,Cluster 1,60.5,47.61904761904761
61,61,1,0.3809523809523809,262,51.0,70.39000000000001,Cluster 5,51.0,38.09523809523809
52,20,4,0.6904761904761905,263,4.0,80.92,Cluster 2,-12.0,69.04761904761905
53,23,3,0.7142857142857143,266,15.5,72.57000000000001,Cluster 2,0.5,71.42857142857143
71,31,3,0.5396825396825397,267,31.0,87.09,Cluster 3,11.0,53.96825396825397
81,81,2,0.5714285714285714,268,61.0,100.19,Cluster 1,61.0,57.14285714285714
73,73,1,0.5714285714285714,269,63.0,82.27,Cluster 1,63.0,57.14285714285714
52,41,2,0.3809523809523809,270,29.25,67.85,Cluster 5,23.75,38.09523809523809
82,82,1,0.5714285714285714,271,72.0,91.18,Cluster 1,72.0,57.14285714285714
72,44,4,0.6428571428571428,272,25.0,102.04,Cluster 3,11.0,64.28571428571428
61,32,3,0.5396825396825397,273,23.75,80.82000000000001,Cluster 3,9.25,53.96825396825397
63,60,2,0.6190476190476191,274,42.25,81.38000000000001,Cluster 5,40.75,61.904761904761905
73,43,3,0.5714285714285714,275,35.5,92.37,Cluster 3,20.5,57.14285714285714
80,72,2,0.1904761904761904,276,58.0,96.56,Cluster 1,54.0,19.04761904761904
82,80,2,0.4761904761904761,277,61.5,100.52000000000001,Cluster 1,60.5,47.61904761904761
64,30,3,0.4656084656084656,278,25.5,82.14,Cluster 3,8.5,46.56084656084656
51,51,1,0.5714285714285714,279,41.0,60.49000000000001,Cluster 5,41.0,57.14285714285714
71,71,1,0.5714285714285714,281,61.0,80.28999999999999,Cluster 1,61.0,57.14285714285714
80,53,2,0.4761904761904761,282,53.25,90.29,Cluster 1,39.75,47.61904761904761
53,53,2,0.5714285714285714,283,33.0,72.47,Cluster 5,33.0,57.14285714285714
64,33,3,0.6031746031746031,284,26.25,83.13,Cluster 3,10.75,60.317460317460316
84,84,1,0.5714285714285714,285,74.0,93.16000000000001,Cluster 1,74.0,57.14285714285714
72,71,2,0.3809523809523809,286,51.75,90.95,Cluster 1,51.25,38.09523809523809
82,80,2,0.4761904761904761,287,61.5,100.52000000000001,Cluster 1,60.5,47.61904761904761
62,13,4,0.9285714285714286,288,9.75,85.21000000000001,Cluster 2,-14.75,92.85714285714286
82,72,2,0.4761904761904761,289,59.5,97.88000000000001,Cluster 1,54.5,47.61904761904761
60,53,2,0.4761904761904761,290,38.25,77.09,Cluster 5,34.75,47.61904761904761
81,81,1,0.5714285714285714,291,71.0,90.19,Cluster 1,71.0,57.14285714285714
64,22,3,0.6507936507936508,292,23.5,79.5,Cluster 2,2.5,65.07936507936508
51,21,3,0.6084656084656085,293,13.5,70.59,Cluster 2,-1.5,60.84656084656085
64,60,2,0.4761904761904761,294,43.0,82.04,Cluster 5,41.0,47.61904761904761
83,81,2,0.3809523809523809,295,62.5,101.51,Cluster 1,61.5,38.09523809523809
70,61,2,0.5714285714285714,296,47.75,86.33000000000001,Cluster 1,43.25,57.14285714285714
62,54,2,0.4761904761904761,298,40.0,78.74000000000001,Cluster 5,36.0,47.61904761904761
62,20,3,0.8095238095238094,299,21.5,77.52000000000001,Cluster 2,0.5,80.95238095238095
50,14,4,0.6904761904761905,300,1.0,77.62,Cluster 2,-17.0,69.04761904761905
74,70,2,0.5714285714285714,301,53.0,91.94,Cluster 1,51.0,57.14285714285714
63,63,1,0.5714285714285714,302,53.0,72.37,Cluster 5,53.0,57.14285714285714
54,11,3,0.8095238095238094,303,13.25,69.27000000000001,Cluster 2,-8.25,80.95238095238095
63,34,3,0.5396825396825397,304,25.75,82.80000000000001,Cluster 3,11.25,53.96825396825397
74,70,2,0.5714285714285714,305,53.0,91.94,Cluster 1,51.0,57.14285714285714
84,72,2,0.5714285714285714,306,61.0,99.2,Cluster 1,55.0,57.14285714285714
62,30,3,0.5396825396825397,307,24.0,80.82,Cluster 3,8.0,53.96825396825397
81,50,3,0.4126984126984127,308,43.25,99.96000000000001,Cluster 1,27.75,41.269841269841265
84,70,2,0.5714285714285714,309,60.5,98.54,Cluster 1,53.5,57.14285714285714
73,44,3,0.5714285714285714,310,35.75,92.7,Cluster 3,21.25,57.14285714285714
72,72,2,0.4761904761904761,312,52.0,91.28,Cluster 1,52.0,47.61904761904761
80,80,1,0.5714285714285714,313,70.0,89.2,Cluster 1,70.0,57.14285714285714
74,74,1,0.5714285714285714,314,64.0,83.26,Cluster 1,64.0,57.14285714285714
63,63,1,0.3809523809523809,315,53.0,72.37,Cluster 5,53.0,38.09523809523809
64,64,2,0.3809523809523809,316,44.0,83.36,Cluster 5,44.0,38.09523809523809
81,80,2,0.5714285714285714,317,60.75,99.86,Cluster 1,60.25,57.14285714285714
43,41,2,0.3809523809523809,319,22.5,61.910000000000004,Cluster 5,21.5,38.09523809523809
53,20,3,0.7142857142857143,321,14.75,71.58000000000001,Cluster 2,-1.75,71.42857142857143
83,74,2,0.5714285714285714,324,60.75,99.2,Cluster 1,56.25,57.14285714285714
61,23,4,0.7857142857142857,325,11.5,87.85000000000001,Cluster 2,-7.5,78.57142857142857
63,62,2,0.5714285714285714,326,42.75,82.04,Cluster 5,42.25,57.14285714285714
72,62,2,0.5714285714285714,327,49.5,87.98,Cluster 1,44.5,57.14285714285714
41,24,3,0.6507936507936508,328,6.75,64.98,Cluster 2,-1.75,65.07936507936508
80,61,2,0.4761904761904761,329,55.25,92.93,Cluster 1,45.75,47.61904761904761
63,30,3,0.6507936507936508,330,24.75,81.48,Cluster 3,8.25,65.07936507936508
