,segment,abitazione,isolamento,age,area,regione,longitude,latitude,ripartizione,temperatura_estiva,umidita_estiva,temperatura_invernale,degree_days,riscaldament_fascia_A,riscaldament_fascia_B,riscaldament_fascia_C,riscaldament,raffrescament_fascia_A,elettricita,raffrescament_fascia_B,raffrescament_fascia_C,raffrescament
0,3,appartamento in edificio medio,Abbastanza isolata,44,202,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,389,0,0,0
1,1,appartamento in edificio medio,Abbastanza isolata,36,116,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,889,0,0,0
2,0,appartamento in edificio medio,Ben isolata,11,80,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,8,0,12,0,289,0,0,0
3,0,appartamento in edificio medio,Poco isolata,134,139,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,689,0,0,0
4,0,appartamento in edificio piccolo,Abbastanza isolata,29,114,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,2,3,6,0,489,0,0,0
5,0,appartamento in edificio piccolo,Abbastanza isolata,76,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,3,2,5,0,289,0,0,0
6,2,appartamento in edificio medio,Poco isolata,143,229,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,1089,0,0,0
7,0,appartamento in edificio medio,Poco isolata,119,142,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,1,1089,5,3,9
8,3,appartamento in edificio medio,Abbastanza isolata,74,138,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,2,9,0,489,1,3,4
9,1,casa unifamiliare,Ben isolata,52,231,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,4,0,10,0,689,0,0,0
10,3,appartamento in edificio piccolo,Ben isolata,119,131,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,0,11,0,389,0,0,0
11,0,appartamento in edificio medio,Ben isolata,118,92,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,789,3,0,3
12,3,appartamento in edificio medio,Abbastanza isolata,45,109,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,1,14,0,289,0,0,0
13,1,appartamento in edificio medio,Abbastanza isolata,51,107,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,1,5,0,1089,0,8,8
14,0,appartamento in edificio piccolo,Ben isolata,60,238,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,389,0,0,0
15,3,appartamento in edificio medio,Abbastanza isolata,145,138,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,389,4,0,4
16,2,appartamento in edificio medio,Poco isolata,61,74,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,389,3,4,7
17,0,appartamento in edificio medio,Abbastanza isolata,68,106,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,289,0,0,0
18,0,appartamento in edificio medio,Ben isolata,61,125,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,2,13,0,389,0,0,0
19,0,appartamento in edificio medio,Ben isolata,51,61,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,389,0,0,0
20,1,appartamento in edificio medio,Abbastanza isolata,51,96,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,4,1,10,0,1089,2,1,3
21,0,appartamento in edificio piccolo,Abbastanza isolata,44,119,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,5,1,13,0,389,0,0,0
22,0,appartamento in edificio medio,Non isolata,68,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,1,11,0,289,0,0,0
23,0,appartamento in edificio medio,Ben isolata,41,117,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,4,0,10,0,289,0,0,0
24,0,appartamento in edificio medio,Ben isolata,53,100,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,0,13,0,389,0,0,0
25,0,appartamento in edificio medio,Abbastanza isolata,60,62,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,1,7,0,289,0,0,0
26,0,appartamento in edificio grande,Non isolata,44,80,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,489,0,0,0
27,1,appartamento in edificio piccolo,Abbastanza isolata,98,107,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,0,11,0,589,0,0,0
28,0,appartamento in edificio medio,Abbastanza isolata,44,50,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1089,0,0,0
29,2,appartamento in edificio medio,Ben isolata,47,68,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,5,0,13,0,689,0,0,0
30,1,appartamento in edificio piccolo,Ben isolata,74,60,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,489,0,0,0
31,2,appartamento in edificio medio,Poco isolata,12,64,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,0,6,0,389,0,0,0
32,3,appartamento in edificio grande,Poco isolata,58,75,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,7,3,14,0,289,0,0,0
33,2,appartamento in edificio piccolo,Abbastanza isolata,40,111,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,689,0,0,0
34,0,appartamento in edificio grande,Non isolata,61,47,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,7,0,11,0,389,7,0,7
35,3,appartamento in edificio medio,Abbastanza isolata,35,149,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,3,5,14,0,389,0,0,0
36,0,appartamento in edificio piccolo,Abbastanza isolata,110,127,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,389,0,0,0
37,1,appartamento in edificio piccolo,Abbastanza isolata,146,149,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,389,0,0,0
38,1,appartamento in edificio medio,Non isolata,114,133,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,1,5,0,589,0,0,0
39,0,appartamento in edificio grande,Non isolata,36,126,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,0,589,0,0,0
40,0,appartamento in edificio piccolo,Abbastanza isolata,63,147,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,8,0,11,0,289,0,0,0
41,0,appartamento in edificio piccolo,Abbastanza isolata,69,63,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,4,0,5,0,489,0,0,0
42,3,appartamento in edificio medio,Abbastanza isolata,102,65,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,1,7,0,489,0,0,0
43,3,appartamento in edificio medio,Ben isolata,65,105,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,2,10,0,289,0,0,0
44,0,appartamento in edificio piccolo,Abbastanza isolata,113,104,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,1,9,0,289,0,0,0
45,1,appartamento in edificio medio,Abbastanza isolata,5,63,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,389,0,0,0
46,3,appartamento in edificio medio,Non isolata,62,56,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,2,14,0,389,0,0,0
47,0,appartamento in edificio medio,Abbastanza isolata,38,223,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,489,0,0,0
48,0,appartamento in edificio grande,Abbastanza isolata,49,145,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,389,0,0,0
49,2,casa unifamiliare,Poco isolata,80,64,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,1089,0,0,0
50,0,casa unifamiliare,Ben isolata,43,68,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,6,0,9,0,489,0,0,0
51,0,appartamento in edificio piccolo,Abbastanza isolata,57,103,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,3,2,5,1,889,3,1,5
52,3,appartamento in edificio piccolo,Non isolata,85,106,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,289,0,0,0
53,0,appartamento in edificio piccolo,Non isolata,58,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,5,1,6,0,389,0,0,0
54,1,appartamento in edificio medio,Non isolata,51,77,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,8,1,12,0,489,0,0,0
55,1,appartamento in edificio medio,Ben isolata,43,67,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,0,13,0,1089,0,0,0
56,0,appartamento in edificio grande,Ben isolata,45,48,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,2,14,0,289,0,0,0
57,2,appartamento in edificio medio,Abbastanza isolata,56,85,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,0,5,0,289,0,0,0
58,1,appartamento in edificio grande,Poco isolata,54,118,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,589,0,0,0
59,0,appartamento in edificio medio,Ben isolata,44,68,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,389,0,0,0
60,1,appartamento in edificio medio,Ben isolata,1,60,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,589,0,0,0
61,0,appartamento in edificio piccolo,Ben isolata,37,84,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,389,0,0,0
62,2,appartamento in edificio grande,Poco isolata,52,113,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,8,1,11,0,589,1,0,1
63,0,appartamento in edificio grande,Abbastanza isolata,37,87,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,6,2,10,0,1089,0,0,0
64,1,appartamento in edificio medio,Ben isolata,22,120,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,2,7,0,789,0,0,0
65,0,appartamento in edificio grande,Abbastanza isolata,43,113,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,0,13,0,289,0,0,0
66,0,appartamento in edificio piccolo,Non isolata,82,47,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,389,0,0,0
67,1,appartamento in edificio piccolo,Ben isolata,51,119,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,489,0,0,0
68,3,appartamento in edificio piccolo,Abbastanza isolata,37,51,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,0,289,0,0,0
69,0,casa unifamiliare,Ben isolata,48,62,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
70,2,appartamento in edificio grande,Abbastanza isolata,47,82,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,389,0,0,0
71,1,appartamento in edificio piccolo,Ben isolata,39,74,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,2,6,0,789,0,0,0
72,0,appartamento in edificio medio,Ben isolata,36,114,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,0,2,0,1089,0,0,0
73,0,appartamento in edificio medio,Poco isolata,44,86,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,5,0,9,0,589,0,0,0
74,0,appartamento in edificio grande,Abbastanza isolata,53,89,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,2,13,0,489,0,0,0
75,0,appartamento in edificio piccolo,Abbastanza isolata,25,109,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,0,3,8,4,289,8,3,15
76,1,appartamento in edificio medio,Non isolata,40,118,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
77,2,appartamento in edificio medio,Ben isolata,44,80,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,2,10,0,289,0,0,0
78,1,appartamento in edificio medio,Ben isolata,35,67,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,489,0,0,0
79,2,appartamento in edificio piccolo,Ben isolata,56,43,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,8,0,15,0,489,0,0,0
80,2,appartamento in edificio medio,Abbastanza isolata,8,102,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,1,7,0,389,0,0,0
81,1,appartamento in edificio grande,Ben isolata,108,79,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,4,0,4,0,389,0,0,0
82,0,appartamento in edificio medio,Abbastanza isolata,41,74,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,5,5,14,0,389,0,0,0
83,0,appartamento in edificio medio,Poco isolata,59,69,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1089,0,0,0
84,0,appartamento in edificio grande,Abbastanza isolata,43,103,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,7,2,14,0,389,0,0,0
85,0,appartamento in edificio piccolo,Ben isolata,17,60,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,5,2,7,0,389,0,0,0
86,0,casa unifamiliare,Poco isolata,11,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,2,2,11,0,289,0,0,0
87,0,appartamento in edificio medio,Poco isolata,59,82,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,1,6,0,289,0,0,0
88,0,casa unifamiliare,Non isolata,63,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,7,1,12,0,289,0,0,0
89,0,appartamento in edificio grande,Abbastanza isolata,55,82,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,1,9,0,289,0,0,0
90,0,appartamento in edificio medio,Abbastanza isolata,44,116,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,7,0,9,0,389,0,0,0
91,1,appartamento in edificio medio,Ben isolata,56,142,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,589,0,0,0
92,2,appartamento in edificio medio,Abbastanza isolata,48,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,689,0,0,0
93,2,appartamento in edificio medio,Ben isolata,52,385,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,389,0,0,0
94,3,appartamento in edificio medio,Poco isolata,45,98,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,0,12,0,389,2,8,10
95,2,appartamento in edificio grande,Ben isolata,43,109,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,5,2,14,0,489,0,0,0
96,0,appartamento in edificio grande,Ben isolata,19,278,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,1089,0,0,0
97,2,appartamento in edificio medio,Ben isolata,41,74,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,289,0,0,0
98,3,appartamento in edificio medio,Ben isolata,52,119,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,0,6,0,289,0,0,0
99,0,appartamento in edificio grande,Abbastanza isolata,44,109,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,1089,0,0,0
100,2,appartamento in edificio medio,Ben isolata,29,65,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,8,3,19,0,289,0,0,0
101,0,appartamento in edificio medio,Abbastanza isolata,62,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,5,0,11,0,289,0,0,0
102,3,appartamento in edificio piccolo,Ben isolata,108,141,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,1,7,0,289,0,0,0
103,0,appartamento in edificio grande,Ben isolata,101,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,289,0,0,0
104,0,appartamento in edificio grande,Ben isolata,52,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,5,1,12,0,489,0,0,0
105,3,appartamento in edificio medio,Poco isolata,103,184,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,7,0,12,0,389,0,0,0
106,0,appartamento in edificio grande,Abbastanza isolata,46,83,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,0,11,0,289,0,0,0
107,3,appartamento in edificio medio,Abbastanza isolata,34,304,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,6,0,14,0,1089,0,0,0
108,0,appartamento in edificio piccolo,Abbastanza isolata,44,65,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,2,6,0,389,0,0,0
109,0,appartamento in edificio medio,Non isolata,42,115,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,0,0,0,0,489,0,0,0
110,1,appartamento in edificio medio,Non isolata,62,108,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,4,12,0,1089,0,0,0
111,0,appartamento in edificio medio,Abbastanza isolata,44,61,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,289,0,0,0
112,3,appartamento in edificio piccolo,Ben isolata,52,41,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
113,2,appartamento in edificio medio,Non isolata,41,61,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,7,0,11,0,1089,0,0,0
114,0,appartamento in edificio medio,Abbastanza isolata,83,41,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,0,12,0,289,0,0,0
115,0,appartamento in edificio piccolo,Abbastanza isolata,57,109,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,0,11,0,289,0,0,0
116,0,appartamento in edificio grande,Non isolata,40,113,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
117,3,appartamento in edificio medio,Abbastanza isolata,38,139,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,3,9,0,289,0,0,0
118,3,appartamento in edificio medio,Abbastanza isolata,41,96,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,389,0,0,0
119,0,appartamento in edificio grande,Non isolata,34,85,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,6,4,14,0,289,0,0,0
120,3,appartamento in edificio grande,Abbastanza isolata,52,106,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,289,0,0,0
121,0,appartamento in edificio medio,Abbastanza isolata,55,48,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,2,10,0,689,0,0,0
122,0,appartamento in edificio medio,Poco isolata,55,53,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,3,1,8,0,289,0,0,0
123,0,appartamento in edificio grande,Ben isolata,16,60,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,0,289,0,0,0
124,0,appartamento in edificio grande,Ben isolata,118,95,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,289,0,0,0
125,1,appartamento in edificio piccolo,Ben isolata,84,98,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,7,2,14,0,389,0,0,0
126,2,appartamento in edificio medio,Non isolata,55,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,7,1,13,0,389,0,0,0
127,0,appartamento in edificio grande,Non isolata,36,131,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,0,12,0,489,0,0,0
128,3,appartamento in edificio grande,Poco isolata,58,146,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1089,0,0,0
129,2,appartamento in edificio piccolo,Ben isolata,17,143,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,4,3,8,0,389,0,0,0
130,3,appartamento in edificio medio,Abbastanza isolata,53,67,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,0,11,0,289,0,0,0
131,0,appartamento in edificio piccolo,Non isolata,53,42,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,0,13,0,289,0,0,0
132,2,appartamento in edificio piccolo,Abbastanza isolata,15,77,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,1,7,0,389,0,0,0
133,0,appartamento in edificio grande,Abbastanza isolata,29,66,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,7,2,14,0,289,0,0,0
134,0,appartamento in edificio piccolo,Abbastanza isolata,47,96,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,0,4,0,289,0,0,0
135,2,appartamento in edificio medio,Poco isolata,49,74,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,1,7,0,489,1,0,1
136,0,appartamento in edificio medio,Ben isolata,41,91,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,389,0,0,0
137,0,appartamento in edificio medio,Ben isolata,37,81,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,289,0,0,0
138,2,appartamento in edificio medio,Ben isolata,11,81,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,1,6,0,489,1,1,2
139,2,appartamento in edificio medio,Non isolata,110,80,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,1089,0,0,0
140,0,appartamento in edificio medio,Abbastanza isolata,109,86,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,7,1,13,0,289,0,0,0
141,3,appartamento in edificio medio,Ben isolata,49,125,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,389,0,0,0
142,3,casa unifamiliare,Non isolata,47,113,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,5,0,11,0,289,0,0,0
143,2,appartamento in edificio grande,Abbastanza isolata,52,71,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,8,22,0,1089,0,0,0
144,2,appartamento in edificio medio,Ben isolata,75,89,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,389,0,0,0
145,0,appartamento in edificio medio,Abbastanza isolata,70,59,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,6,0,8,0,589,0,0,0
146,0,appartamento in edificio medio,Ben isolata,60,138,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,0,6,0,389,0,0,0
147,0,appartamento in edificio piccolo,Abbastanza isolata,57,41,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,2,9,0,389,0,0,0
148,0,appartamento in edificio piccolo,Abbastanza isolata,108,62,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,1,9,0,289,0,0,0
149,0,appartamento in edificio medio,Ben isolata,113,376,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,289,0,0,0
150,1,appartamento in edificio medio,Abbastanza isolata,64,104,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,6,2,11,0,389,0,0,0
151,0,appartamento in edificio piccolo,Poco isolata,57,39,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,2,9,0,289,0,0,0
152,1,appartamento in edificio grande,Abbastanza isolata,42,132,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,3,0,8,3,589,4,1,8
153,0,appartamento in edificio piccolo,Abbastanza isolata,45,113,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
154,1,appartamento in edificio grande,Ben isolata,26,126,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,489,0,0,0
155,3,casa unifamiliare,Non isolata,36,139,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,8,8,18,0,1089,0,0,0
156,0,casa unifamiliare,Non isolata,91,73,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
157,1,appartamento in edificio piccolo,Ben isolata,54,104,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,789,0,0,0
158,0,appartamento in edificio medio,Abbastanza isolata,34,64,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,3,13,0,389,0,0,0
159,0,appartamento in edificio medio,Abbastanza isolata,100,52,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,1,8,0,689,0,0,0
160,0,appartamento in edificio grande,Poco isolata,53,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,889,0,0,0
161,0,appartamento in edificio grande,Abbastanza isolata,53,53,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,2,489,0,0,2
162,2,appartamento in edificio piccolo,Abbastanza isolata,51,82,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,1,7,0,289,0,0,0
163,0,appartamento in edificio piccolo,Poco isolata,79,43,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,3,2,9,0,389,0,0,0
164,3,appartamento in edificio medio,Ben isolata,13,229,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,1089,0,2,2
165,3,appartamento in edificio piccolo,Abbastanza isolata,51,143,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,0,12,0,789,0,0,0
166,1,appartamento in edificio piccolo,Abbastanza isolata,57,85,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,589,0,0,0
167,1,appartamento in edificio medio,Ben isolata,34,67,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,289,0,0,0
168,0,appartamento in edificio medio,Ben isolata,54,77,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,5,1,12,0,289,0,0,0
169,1,appartamento in edificio piccolo,Ben isolata,12,51,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,1089,0,0,0
170,0,casa plurifamiliare,Abbastanza isolata,107,107,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,289,0,0,0
