,segment,abitazione,isolamento,age,area,regione,longitude,latitude,ripartizione,temperatura_estiva,umidita_estiva,temperatura_invernale,degree_days,riscaldament_fascia_A,riscaldament_fascia_B,riscaldament_fascia_C,riscaldament,raffrescament_fascia_A,elettricita,raffrescament_fascia_B,raffrescament_fascia_C,raffrescament
171,1,appartamento in edificio medio,Abbastanza isolata,10,95,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,0,7,0,789,0,0,0
172,0,casa plurifamiliare,Abbastanza isolata,50,111,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,389,0,0,0
173,2,appartamento in edificio medio,Abbastanza isolata,50,48,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,1,13,0,689,0,0,0
174,0,appartamento in edificio grande,Abbastanza isolata,49,82,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,3,2,9,0,289,0,0,0
175,1,appartamento in edificio piccolo,Abbastanza isolata,41,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,1,9,0,589,0,0,0
176,0,appartamento in edificio grande,Poco isolata,60,104,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,8,1,13,0,289,0,0,0
177,0,casa unifamiliare,Non isolata,57,69,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,389,0,0,0
178,2,appartamento in edificio piccolo,Poco isolata,46,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,0,1,2,0,389,0,0,0
179,0,casa unifamiliare,Ben isolata,63,130,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,8,22,0,1089,0,0,0
180,2,appartamento in edificio piccolo,Abbastanza isolata,124,40,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,7,0,12,0,289,0,0,0
181,0,appartamento in edificio piccolo,Abbastanza isolata,52,56,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,1,13,0,289,0,0,0
182,1,appartamento in edificio medio,Ben isolata,17,75,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,8,2,11,0,489,0,0,0
183,0,appartamento in edificio medio,Ben isolata,50,65,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,6,2,11,0,489,0,0,0
184,0,appartamento in edificio grande,Abbastanza isolata,51,68,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,289,0,0,0
185,0,appartamento in edificio medio,Ben isolata,38,98,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,1,6,0,489,0,0,0
186,0,appartamento in edificio grande,Ben isolata,62,32,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,5,5,14,0,289,0,0,0
187,0,appartamento in edificio grande,Abbastanza isolata,49,74,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,489,0,0,0
188,0,appartamento in edificio grande,Ben isolata,49,93,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,0,589,0,0,0
189,2,appartamento in edificio medio,Abbastanza isolata,121,81,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,3,2,5,0,389,0,0,0
190,3,appartamento in edificio grande,Non isolata,63,65,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,289,0,0,0
191,2,appartamento in edificio medio,Ben isolata,6,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,8,0,16,0,389,0,0,0
192,0,appartamento in edificio grande,Non isolata,49,88,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,589,0,0,0
193,0,appartamento in edificio medio,Ben isolata,49,58,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,289,0,0,0
194,2,appartamento in edificio piccolo,Abbastanza isolata,1,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,6,5,14,0,489,0,0,0
195,3,appartamento in edificio medio,Abbastanza isolata,41,291,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,0,6,0,589,0,0,0
196,2,appartamento in edificio piccolo,Abbastanza isolata,91,66,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,0,0,0,0,289,0,0,0
197,3,appartamento in edificio medio,Abbastanza isolata,44,113,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,689,0,0,0
198,0,appartamento in edificio medio,Ben isolata,97,84,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,8,0,10,0,389,0,0,0
199,2,appartamento in edificio piccolo,Abbastanza isolata,24,45,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,2,0,6,0,789,0,0,0
200,0,appartamento in edificio medio,Poco isolata,61,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,6,0,8,0,389,0,0,0
201,0,appartamento in edificio grande,Abbastanza isolata,47,84,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,2,1,3,0,289,0,0,0
202,0,appartamento in edificio medio,Poco isolata,61,85,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,289,0,0,0
203,1,appartamento in edificio grande,Abbastanza isolata,39,138,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
204,0,appartamento in edificio piccolo,Poco isolata,53,75,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,2,13,0,289,0,0,0
205,0,appartamento in edificio grande,Poco isolata,62,40,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,289,0,0,0
206,2,appartamento in edificio medio,Non isolata,85,59,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,3,7,0,289,0,0,0
207,0,appartamento in edificio medio,Abbastanza isolata,55,78,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,0,12,0,289,0,0,0
208,0,appartamento in edificio medio,Ben isolata,61,59,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,5,1,12,0,289,0,0,0
209,0,appartamento in edificio grande,Non isolata,56,60,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,289,0,0,0
210,0,appartamento in edificio medio,Ben isolata,60,51,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,5,1,12,0,289,0,0,0
211,1,appartamento in edificio medio,Ben isolata,59,77,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,1,14,0,489,0,4,4
212,3,appartamento in edificio piccolo,Ben isolata,17,118,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,1,5,0,389,2,0,2
213,0,appartamento in edificio piccolo,Ben isolata,47,44,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,289,0,0,0
214,1,appartamento in edificio medio,Abbastanza isolata,50,89,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,6,1,9,0,689,0,0,0
215,0,appartamento in edificio medio,Ben isolata,28,71,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,289,0,0,0
216,0,appartamento in edificio piccolo,Abbastanza isolata,22,114,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,3,11,0,489,0,0,0
217,1,appartamento in edificio medio,Ben isolata,112,82,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,2,14,0,289,0,0,0
218,0,appartamento in edificio grande,Non isolata,41,78,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,689,7,1,8
219,0,appartamento in edificio grande,Abbastanza isolata,30,67,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,8,2,14,0,689,0,0,0
220,0,appartamento in edificio piccolo,Ben isolata,59,73,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,0,11,0,289,0,0,0
221,0,appartamento in edificio grande,Abbastanza isolata,31,103,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,1,9,0,489,2,0,2
222,0,appartamento in edificio medio,Poco isolata,60,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,4,1,10,0,289,0,0,0
223,1,casa unifamiliare,Abbastanza isolata,49,260,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,0,6,0,1089,1,3,4
224,2,casa unifamiliare,Ben isolata,23,245,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,8,22,0,489,0,0,0
225,2,casa unifamiliare,Abbastanza isolata,32,116,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,5,0,5,0,489,0,0,0
226,0,casa unifamiliare,Abbastanza isolata,31,134,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,8,0,12,0,289,0,0,0
227,0,appartamento in edificio piccolo,Poco isolata,60,119,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,1,13,0,289,0,0,0
228,1,casa plurifamiliare,Abbastanza isolata,34,89,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,2,9,0,1089,0,0,0
229,0,appartamento in edificio piccolo,Poco isolata,55,48,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,3,0,3,0,489,0,0,0
230,1,appartamento in edificio piccolo,Abbastanza isolata,17,110,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,3,10,0,589,0,0,0
231,1,casa plurifamiliare,Ben isolata,50,75,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,589,0,0,0
232,3,casa unifamiliare,Ben isolata,53,134,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,6,1,11,0,689,0,0,0
233,3,casa plurifamiliare,Ben isolata,57,349,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,3,9,0,1089,0,0,0
234,0,casa plurifamiliare,Abbastanza isolata,46,94,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,6,1,14,0,689,2,2,4
235,1,appartamento in edificio medio,Poco isolata,58,63,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,2,1,8,0,489,0,0,0
236,0,appartamento in edificio medio,Abbastanza isolata,46,83,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,2,2,5,0,389,0,0,0
237,2,appartamento in edificio medio,Abbastanza isolata,40,101,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,2,10,0,489,0,0,0
238,2,appartamento in edificio medio,Ben isolata,41,65,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,0,389,0,0,0
239,2,casa unifamiliare,Ben isolata,33,113,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,689,0,0,0
240,0,casa unifamiliare,Ben isolata,62,112,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,0,7,0,589,0,0,0
241,0,casa plurifamiliare,Abbastanza isolata,46,342,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,489,0,0,0
242,2,casa unifamiliare,Ben isolata,14,101,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,489,0,0,0
243,0,appartamento in edificio piccolo,Abbastanza isolata,58,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,889,0,0,0
244,0,casa unifamiliare,Abbastanza isolata,87,65,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,5,0,5,0,489,0,0,0
245,1,appartamento in edificio piccolo,Ben isolata,40,122,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,0,4,0,489,0,0,0
246,0,casa unifamiliare,Abbastanza isolata,48,118,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,389,0,0,0
247,2,casa unifamiliare,Poco isolata,135,97,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,8,22,0,1089,0,0,0
248,1,appartamento in edificio piccolo,Abbastanza isolata,12,81,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,8,0,16,0,1089,0,0,0
249,1,appartamento in edificio grande,Abbastanza isolata,42,86,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,689,8,5,13
250,2,appartamento in edificio piccolo,Non isolata,37,115,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,489,0,0,0
251,0,casa unifamiliare,Ben isolata,15,93,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,389,0,0,0
252,0,appartamento in edificio piccolo,Ben isolata,30,88,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,4,0,10,0,489,0,0,0
253,2,casa unifamiliare,Ben isolata,44,136,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,689,0,0,0
254,0,casa unifamiliare,Ben isolata,144,206,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,3,8,0,689,0,0,0
255,1,appartamento in edificio piccolo,Abbastanza isolata,42,78,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,5,1,6,0,389,0,0,0
256,2,appartamento in edificio piccolo,Abbastanza isolata,28,78,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,8,0,12,0,489,0,0,0
257,2,appartamento in edificio medio,Poco isolata,56,62,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1089,0,0,0
258,2,casa unifamiliare,Ben isolata,8,58,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,0,12,0,289,0,0,0
259,0,appartamento in edificio piccolo,Ben isolata,14,103,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,0,389,0,0,0
260,0,casa unifamiliare,Abbastanza isolata,85,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,2,0,5,0,289,0,0,0
261,2,casa plurifamiliare,Ben isolata,9,139,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,6,8,22,0,1089,0,0,0
262,2,appartamento in edificio medio,Abbastanza isolata,49,68,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,8,0,12,0,389,0,0,0
263,0,appartamento in edificio piccolo,Ben isolata,106,88,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,389,0,0,0
264,0,appartamento in edificio grande,Non isolata,30,43,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,1,7,0,389,0,0,0
265,2,casa plurifamiliare,Ben isolata,9,138,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,389,0,0,0
266,2,appartamento in edificio medio,Ben isolata,52,120,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,0,12,0,589,0,0,0
267,0,casa unifamiliare,Poco isolata,73,200,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,2,0,2,0,1089,0,0,0
268,0,appartamento in edificio medio,Abbastanza isolata,50,91,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,2,10,2,589,2,0,4
269,0,appartamento in edificio piccolo,Abbastanza isolata,44,54,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,0,6,0,589,0,0,0
270,1,casa unifamiliare,Abbastanza isolata,98,147,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,1,15,0,1089,0,0,0
271,0,appartamento in edificio medio,Abbastanza isolata,29,96,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,1,9,0,489,0,0,0
272,2,appartamento in edificio medio,Ben isolata,42,100,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,0,13,0,389,0,0,0
273,0,appartamento in edificio medio,Ben isolata,53,72,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,2,10,0,289,0,0,0
274,1,appartamento in edificio grande,Ben isolata,49,69,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,1089,0,0,0
275,1,appartamento in edificio grande,Abbastanza isolata,15,66,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,1,6,0,489,0,0,0
276,2,appartamento in edificio medio,Abbastanza isolata,56,73,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,289,0,0,0
277,0,appartamento in edificio medio,Ben isolata,32,117,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
278,2,appartamento in edificio piccolo,Ben isolata,35,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,6,0,10,0,289,0,0,0
279,2,appartamento in edificio medio,Ben isolata,23,75,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,3,2,6,0,289,0,0,0
280,1,appartamento in edificio piccolo,Abbastanza isolata,34,118,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,4,1,11,0,589,0,0,0
281,1,casa plurifamiliare,Ben isolata,48,124,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,8,0,13,0,1089,0,0,0
282,0,casa plurifamiliare,Ben isolata,41,115,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,3,1,8,0,289,0,0,0
283,2,appartamento in edificio piccolo,Abbastanza isolata,8,104,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,0,5,0,289,0,0,0
284,1,appartamento in edificio piccolo,Ben isolata,20,174,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,1,8,0,1089,3,0,3
285,2,appartamento in edificio medio,Abbastanza isolata,53,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,1,11,0,489,0,0,0
286,0,casa unifamiliare,Ben isolata,31,149,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,3,0,4,0,589,0,0,0
287,0,appartamento in edificio medio,Ben isolata,51,118,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,2,9,0,289,0,0,0
288,2,casa plurifamiliare,Abbastanza isolata,49,111,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,0,5,0,589,0,0,0
289,0,casa unifamiliare,Ben isolata,30,94,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,8,22,0,589,0,0,0
290,0,casa unifamiliare,Abbastanza isolata,53,73,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,389,0,0,0
291,2,casa unifamiliare,Abbastanza isolata,25,303,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,1,5,0,489,0,0,0
292,0,appartamento in edificio medio,Abbastanza isolata,49,86,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,489,0,0,0
293,0,appartamento in edificio grande,Non isolata,18,70,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,0,0,0,0,289,0,0,0
294,0,appartamento in edificio piccolo,Ben isolata,1,118,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,8,0,16,0,589,0,0,0
295,2,appartamento in edificio medio,Ben isolata,14,57,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,3,3,11,0,289,0,0,0
296,2,appartamento in edificio piccolo,Abbastanza isolata,46,67,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,1,7,0,389,0,0,0
297,0,appartamento in edificio medio,Ben isolata,53,40,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,389,0,0,0
298,2,appartamento in edificio piccolo,Abbastanza isolata,48,68,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,5,1,12,0,789,0,0,0
299,1,casa unifamiliare,Abbastanza isolata,77,251,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,1089,0,0,0
300,0,appartamento in edificio piccolo,Poco isolata,56,89,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,789,0,0,0
301,1,casa unifamiliare,Ben isolata,16,96,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,8,1,11,0,489,0,0,0
302,2,casa plurifamiliare,Abbastanza isolata,58,74,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,4,1,5,0,489,0,0,0
303,0,casa unifamiliare,Ben isolata,52,243,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,7,0,15,0,889,0,0,0
304,1,casa plurifamiliare,Abbastanza isolata,78,116,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,6,2,9,0,489,0,0,0
305,0,appartamento in edificio piccolo,Ben isolata,14,94,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,6,0,11,0,289,0,0,0
306,1,appartamento in edificio piccolo,Non isolata,26,102,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,3,1,5,0,589,0,0,0
307,0,appartamento in edificio medio,Abbastanza isolata,18,104,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
308,1,appartamento in edificio medio,Abbastanza isolata,39,73,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,389,0,0,0
309,0,appartamento in edificio medio,Abbastanza isolata,41,79,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,289,0,0,0
310,2,casa unifamiliare,Abbastanza isolata,5,86,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,0,0,0,0,289,0,0,0
311,0,appartamento in edificio medio,Poco isolata,27,99,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,0,10,0,289,0,0,0
312,2,appartamento in edificio medio,Abbastanza isolata,45,86,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,0,14,0,489,0,0,0
313,0,casa plurifamiliare,Abbastanza isolata,23,88,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,6,0,10,0,789,0,0,0
314,2,casa unifamiliare,Abbastanza isolata,117,350,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,5,0,11,0,389,0,0,0
315,1,casa unifamiliare,Poco isolata,44,206,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,0,7,0,489,0,0,0
316,2,casa unifamiliare,Abbastanza isolata,39,353,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,8,2,18,0,1089,0,0,0
317,1,appartamento in edificio piccolo,Ben isolata,47,138,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,4,0,7,0,389,0,0,0
318,2,appartamento in edificio medio,Ben isolata,22,89,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,0,3,3,0,289,0,0,0
319,1,appartamento in edificio grande,Poco isolata,15,88,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,1,6,0,689,0,0,0
320,0,appartamento in edificio piccolo,Poco isolata,31,81,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,5,2,12,0,389,0,0,0
321,0,casa unifamiliare,Abbastanza isolata,92,105,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,5,0,8,0,389,0,0,0
322,3,appartamento in edificio piccolo,Ben isolata,63,77,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,2,0,4,0,389,0,0,0
323,2,appartamento in edificio piccolo,Poco isolata,42,79,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,5,0,13,0,389,0,0,0
324,2,casa unifamiliare,Abbastanza isolata,46,119,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,3,9,0,489,0,0,0
325,0,appartamento in edificio medio,Abbastanza isolata,41,76,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,6,0,12,0,589,0,0,0
326,0,appartamento in edificio grande,Abbastanza isolata,37,64,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,1089,0,0,0
327,1,casa plurifamiliare,Abbastanza isolata,51,133,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,5,0,7,0,789,0,0,0
328,1,casa plurifamiliare,Poco isolata,51,90,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,0,0,0,0,0,689,0,0,0
329,0,casa unifamiliare,Non isolata,28,77,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,1,1,3,0,389,0,0,0
330,0,casa unifamiliare,Ben isolata,17,65,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,4,0,6,0,289,0,0,0
331,2,appartamento in edificio grande,Ben isolata,27,89,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,2,10,0,689,0,0,0
332,1,appartamento in edificio medio,Ben isolata,17,48,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,1,4,0,5,0,789,0,0,0
333,1,appartamento in edificio piccolo,Ben isolata,43,100,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,8,3,8,19,0,1089,0,0,0
334,2,casa unifamiliare,Poco isolata,30,200,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,6,4,14,0,1089,0,0,0
335,1,casa plurifamiliare,Ben isolata,17,126,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,8,6,20,0,1089,0,0,0
336,3,appartamento in edificio medio,Abbastanza isolata,52,69,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,4,4,0,8,0,289,0,0,0
337,2,appartamento in edificio grande,Ben isolata,52,45,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,7,7,0,14,0,289,0,0,0
338,3,casa unifamiliare,Non isolata,48,193,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,3,0,6,0,389,0,0,0
339,0,appartamento in edificio piccolo,Ben isolata,49,107,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,5,3,1,9,0,389,0,0,0
340,0,casa unifamiliare,Ben isolata,39,165,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,2,3,3,8,0,589,0,0,0
341,2,appartamento in edificio piccolo,Abbastanza isolata,42,100,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,6,7,1,14,0,489,0,0,0
342,1,appartamento in edificio grande,Ben isolata,11,117,Piemonte,7.77,45.45,Nord_Ovest,30.5,50,-8,2617,3,2,0,5,0,489,0,0,0
