,segment,abitazione,isolamento,age,area,regione,longitude,latitude,ripartizione,temperatura_estiva,umidita_estiva,temperatura_invernale,degree_days,riscaldament_fascia_A,riscaldament_fascia_B,riscaldament_fascia_C,riscaldament,raffrescament_fascia_A,elettricita,raffrescament_fascia_B,raffrescament_fascia_C,raffrescament,ripart_t,segment_i,seg_cas,isolamento_intercept,seg_rip,ripart_intercept,locationAbition,new_group_e,new_group_r
3492,2,casa unifamiliare,Ben isolata,82,328,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,3,3,9,0,7860.789199999999,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3493,3,casa plurifamiliare,Abbastanza isolata,42,387,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,7,5,0,12,4,2462.1584999999995,2,0,6,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-casa plurifamiliare-3,HSDR_group52,Zero
3494,0,appartamento in edificio medio,Ben isolata,27,148,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,8,8,4,20,0,3560.0408,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Est-appartamento in edificio medio-0,HSDR_group63,Zero
3495,0,casa unifamiliare,Abbastanza isolata,136,81,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,4,1,7,0,1122.532,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3496,1,appartamento in edificio piccolo,Abbastanza isolata,15,346,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,5,0,7,0,3597.0377,0,0,0,non_nord_est,secondo,SC0,isI0,SR2,Nord,Nord_Est-appartamento in edificio piccolo-1,HSDR_group52,Zero
3497,0,casa plurifamiliare,Abbastanza isolata,47,131,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,8,3,13,0,8925.3657,3,2,5,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3498,0,casa unifamiliare,Abbastanza isolata,85,86,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,4,1,8,0,1313.5413,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3499,0,appartamento in edificio medio,Non isolata,25,79,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,7,7,0,14,0,2887.7748,0,0,0,non_nord_est,primo,SC1,isI1,SR0,Nord,Nord_Est-appartamento in edificio medio-0,HSDR_group63,Zero
3500,2,casa plurifamiliare,Ben isolata,48,117,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,6,0,12,0,2234.4024,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa plurifamiliare-2,HSDR_group64,Zero
3501,0,appartamento in edificio medio,Non isolata,16,101,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,0,0,0,0,0,1131.3000000000002,0,0,0,non_nord_est,primo,SC1,isI1,SR0,Nord,Nord_Est-appartamento in edificio medio-0,HSDR_group63,Zero
3502,1,appartamento in edificio medio,Abbastanza isolata,47,98,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,3,1,6,0,1698.5535,6,0,6,non_nord_est,secondo,SC0,isI0,SR2,Nord,Nord_Est-appartamento in edificio medio-1,HSDR_group52,Zero
3503,2,casa unifamiliare,Poco isolata,14,217,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,1,8,0,9,0,2704.2728,0,0,0,non_nord_est,primo,SC0,isI1,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3504,3,appartamento in edificio medio,Ben isolata,29,88,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,5,2,11,0,3476.3672,0,0,0,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-appartamento in edificio medio-3,HSDR_group63,Zero
3505,0,appartamento in edificio piccolo,Ben isolata,46,134,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,7,0,12,4,2990.5666,6,6,16,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3506,3,appartamento in edificio medio,Abbastanza isolata,33,95,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,4,0,8,0,1940.2689,0,7,7,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-appartamento in edificio medio-3,HSDR_group63,Zero
3507,0,appartamento in edificio piccolo,Poco isolata,117,121,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,8,1,14,0,1184.5524,0,0,0,non_nord_est,primo,SC3,isI1,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3508,1,appartamento in edificio medio,Abbastanza isolata,4,109,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,0,4,2,6,0,2192.7072,0,0,0,non_nord_est,secondo,SC0,isI0,SR2,Nord,Nord_Est-appartamento in edificio medio-1,HSDR_group52,Zero
3509,0,casa unifamiliare,Ben isolata,123,79,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,5,0,9,0,1269.2541,0,3,3,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3510,0,appartamento in edificio grande,Abbastanza isolata,52,86,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,3,1,7,0,1136.0397,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-appartamento in edificio grande-0,HSDR_group73,Zero
3511,0,appartamento in edificio piccolo,Ben isolata,54,69,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,5,2,9,0,1907.9954,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3512,0,casa unifamiliare,Ben isolata,96,132,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,0,5,0,5,0,1670.8428,2,2,4,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3513,0,appartamento in edificio medio,Abbastanza isolata,52,72,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,7,7,0,14,0,1356.3576,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Est-appartamento in edificio medio-0,HSDR_group63,Zero
3514,0,appartamento in edificio piccolo,Ben isolata,49,44,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,6,0,8,0,1505.6317,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3515,0,casa plurifamiliare,Abbastanza isolata,141,65,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,1,1,1,3,0,1423.4136,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3516,0,casa plurifamiliare,Ben isolata,27,125,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,3,1,8,0,829.1312,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3517,3,casa plurifamiliare,Ben isolata,17,92,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,4,2,8,0,1607.7638,0,0,0,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-casa plurifamiliare-3,HSDR_group52,Zero
3518,2,casa unifamiliare,Abbastanza isolata,29,267,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,4,2,10,0,3080.3382,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3519,0,casa plurifamiliare,Abbastanza isolata,50,99,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,8,8,0,16,0,1427.5917,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3520,3,casa unifamiliare,Abbastanza isolata,34,97,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,8,2,16,0,2513.3816,0,0,0,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-casa unifamiliare-3,HSDR_group52,Zero
3521,2,casa unifamiliare,Abbastanza isolata,41,110,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,0,4,1,5,0,1027.4576000000002,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3522,0,appartamento in edificio medio,Abbastanza isolata,44,71,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,4,0,7,0,2776.0787,0,0,0,non_nord_est,primo,SC1,isI0,SR0,Nord,Nord_Est-appartamento in edificio medio-0,HSDR_group63,Zero
3523,0,casa plurifamiliare,Abbastanza isolata,34,103,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,6,0,12,0,1400.1272,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3524,1,appartamento in edificio piccolo,Abbastanza isolata,7,106,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,3,0,6,0,2292.9579,0,0,0,non_nord_est,secondo,SC0,isI0,SR2,Nord,Nord_Est-appartamento in edificio piccolo-1,HSDR_group52,Zero
3525,1,casa unifamiliare,Ben isolata,12,395,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,4,1,7,0,3054.2752,0,0,0,non_nord_est,secondo,SC5,isI0,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3526,0,casa unifamiliare,Ben isolata,36,99,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,0,4,0,4,0,8371.8384,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3527,2,casa unifamiliare,Poco isolata,98,373,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,0,0,0,0,0,1785.7512000000002,0,0,0,non_nord_est,primo,SC0,isI1,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3528,3,casa unifamiliare,Ben isolata,8,123,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,6,0,9,0,2385.8816,3,0,3,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-casa unifamiliare-3,HSDR_group52,Zero
3529,0,casa plurifamiliare,Abbastanza isolata,44,139,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,2,2,7,0,1404.7758,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3530,2,appartamento in edificio medio,Ben isolata,34,100,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,4,0,8,0,1898.6888,0,0,0,non_nord_est,primo,SC2,isI0,SR3,Nord,Nord_Est-appartamento in edificio medio-2,HSDR_group63,Zero
3531,3,casa unifamiliare,Ben isolata,25,91,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,5,2,13,0,1986.0392,0,0,0,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-casa unifamiliare-3,HSDR_group52,Zero
3532,0,casa unifamiliare,Abbastanza isolata,49,104,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,7,2,14,0,3212.1594000000005,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3533,2,casa unifamiliare,Ben isolata,26,44,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,4,0,7,3,1229.816,2,0,5,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3534,1,casa unifamiliare,Ben isolata,111,226,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,3,0,6,0,1796.3400000000004,0,0,0,non_nord_est,secondo,SC5,isI0,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3535,1,casa plurifamiliare,Ben isolata,47,113,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,7,0,9,0,1995.8240000000003,0,0,0,non_nord_est,secondo,SC0,isI0,SR2,Nord,Nord_Est-casa plurifamiliare-1,HSDR_group75,Zero
3536,2,casa plurifamiliare,Poco isolata,33,212,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,0,6,0,6,0,5303.8487,4,0,4,non_nord_est,primo,SC0,isI1,SR3,Nord,Nord_Est-casa plurifamiliare-2,HSDR_group64,Zero
3537,2,casa plurifamiliare,Abbastanza isolata,35,126,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,3,1,7,0,1626.6047,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa plurifamiliare-2,HSDR_group64,Zero
3538,2,casa unifamiliare,Abbastanza isolata,32,114,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,8,8,21,0,3081.4156000000003,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3539,2,casa plurifamiliare,Abbastanza isolata,19,63,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,1,2,0,3,0,1486.5568000000003,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa plurifamiliare-2,HSDR_group64,Zero
3540,1,casa plurifamiliare,Abbastanza isolata,42,109,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,8,1,15,0,2295.2466,0,0,0,non_nord_est,secondo,SC0,isI0,SR2,Nord,Nord_Est-casa plurifamiliare-1,HSDR_group75,Zero
3541,1,casa unifamiliare,Ben isolata,27,127,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,5,3,13,0,3268.6952,0,0,0,non_nord_est,secondo,SC5,isI0,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3542,1,casa unifamiliare,Abbastanza isolata,2,341,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,3,3,8,0,1973.2048,0,0,0,non_nord_est,secondo,SC5,isI0,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3543,3,casa unifamiliare,Abbastanza isolata,44,283,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,3,0,9,0,8205.3926,0,0,0,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-casa unifamiliare-3,HSDR_group52,Zero
3544,0,appartamento in edificio piccolo,Ben isolata,1,75,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,8,1,15,0,1077.3768,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3545,0,casa unifamiliare,Ben isolata,39,379,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,7,6,7,20,0,1541.376,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3546,0,appartamento in edificio piccolo,Abbastanza isolata,109,91,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,0,6,0,6,0,1867.9176,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3547,2,appartamento in edificio piccolo,Ben isolata,11,79,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,6,2,14,0,1684.2136,0,0,0,non_nord_est,primo,SC2,isI0,SR3,Nord,Nord_Est-appartamento in edificio piccolo-2,HSDR_group63,Zero
3548,0,casa unifamiliare,Ben isolata,45,98,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,7,0,10,0,1919.2318,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3549,1,casa unifamiliare,Abbastanza isolata,54,86,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,6,0,11,0,1472.1598,0,0,0,non_nord_est,secondo,SC5,isI0,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3550,0,appartamento in edificio piccolo,Ben isolata,26,63,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,0,3,2,5,0,1235.554,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3551,0,casa unifamiliare,Ben isolata,53,103,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,5,0,10,0,1760.3658,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3552,1,casa unifamiliare,Abbastanza isolata,31,329,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,4,0,6,0,2711.3,0,0,0,non_nord_est,secondo,SC5,isI0,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3553,1,casa plurifamiliare,Poco isolata,53,119,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,4,0,8,0,2418.8032,0,0,0,non_nord_est,secondo,SC0,isI1,SR2,Nord,Nord_Est-casa plurifamiliare-1,HSDR_group75,Zero
3554,0,casa unifamiliare,Abbastanza isolata,80,93,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,8,3,13,0,1435.608,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3555,2,casa unifamiliare,Ben isolata,32,64,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,3,1,6,0,1869.8792,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3556,0,appartamento in edificio piccolo,Abbastanza isolata,36,113,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,6,0,11,0,2532.9123,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3557,1,casa unifamiliare,Ben isolata,25,157,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,5,0,8,0,3036.2468,0,2,2,non_nord_est,secondo,SC5,isI0,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3558,2,appartamento in edificio piccolo,Ben isolata,48,85,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,8,6,0,14,0,1513.352,0,0,0,non_nord_est,primo,SC2,isI0,SR3,Nord,Nord_Est-appartamento in edificio piccolo-2,HSDR_group63,Zero
3559,2,casa unifamiliare,Abbastanza isolata,39,105,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,8,0,14,0,1289.7664,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3560,0,appartamento in edificio piccolo,Non isolata,32,43,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,7,0,12,0,1212.9832,0,0,0,non_nord_est,primo,SC3,isI1,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3561,0,appartamento in edificio piccolo,Abbastanza isolata,114,119,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,4,0,9,0,860.9639999999999,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3562,1,casa plurifamiliare,Poco isolata,14,349,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,4,4,12,0,2081.28,0,0,0,non_nord_est,secondo,SC0,isI1,SR2,Nord,Nord_Est-casa plurifamiliare-1,HSDR_group75,Zero
3563,2,casa plurifamiliare,Abbastanza isolata,25,112,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,8,0,11,0,1548.4787,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa plurifamiliare-2,HSDR_group64,Zero
3564,2,casa unifamiliare,Poco isolata,38,110,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,4,2,10,0,2033.1402,0,0,0,non_nord_est,primo,SC0,isI1,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3565,1,appartamento in edificio piccolo,Abbastanza isolata,27,109,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,2,1,5,0,9128.056,0,0,0,non_nord_est,secondo,SC0,isI0,SR2,Nord,Nord_Est-appartamento in edificio piccolo-1,HSDR_group52,Zero
3566,3,casa unifamiliare,Abbastanza isolata,113,184,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,1,1,1,3,0,1648.98,0,0,0,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-casa unifamiliare-3,HSDR_group52,Zero
3567,1,casa plurifamiliare,Poco isolata,48,272,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,7,2,13,0,3653.056,0,0,0,non_nord_est,secondo,SC0,isI1,SR2,Nord,Nord_Est-casa plurifamiliare-1,HSDR_group75,Zero
3568,0,casa unifamiliare,Abbastanza isolata,59,281,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,3,2,9,0,2341.8191,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3569,2,casa unifamiliare,Poco isolata,9,64,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,7,1,10,0,8826.724999999999,0,0,0,non_nord_est,primo,SC0,isI1,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3570,0,appartamento in edificio piccolo,Abbastanza isolata,51,84,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,5,0,8,0,1225.3674999999998,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3571,0,casa plurifamiliare,Abbastanza isolata,20,140,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,4,0,6,0,2190.5663,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3572,1,casa unifamiliare,Poco isolata,52,323,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,7,7,0,14,0,2810.2544,0,0,0,non_nord_est,secondo,SC5,isI1,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3573,1,casa plurifamiliare,Abbastanza isolata,21,97,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,5,0,9,0,3125.8112,0,0,0,non_nord_est,secondo,SC0,isI0,SR2,Nord,Nord_Est-casa plurifamiliare-1,HSDR_group75,Zero
3574,1,casa unifamiliare,Abbastanza isolata,30,168,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,4,2,10,2,2445.34,2,3,7,non_nord_est,secondo,SC5,isI0,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3575,2,casa unifamiliare,Ben isolata,6,126,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,7,5,1,13,0,1561.9931,0,0,0,non_nord_est,primo,SC0,isI0,SR3,Nord,Nord_Est-casa unifamiliare-2,HSDR_group64,Zero
3576,1,casa unifamiliare,Abbastanza isolata,1,233,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,6,8,0,14,0,3021.6384,0,0,0,non_nord_est,secondo,SC5,isI0,SR2,Nord,Nord_Est-casa unifamiliare-1,HSDR_group75,Zero
3577,0,casa unifamiliare,Poco isolata,50,116,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,8,1,14,0,1154.058,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3578,0,casa plurifamiliare,Abbastanza isolata,48,92,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,8,3,16,0,1824.0678,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3579,0,casa plurifamiliare,Poco isolata,44,108,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,5,7,0,12,0,1147.7837,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3580,1,appartamento in edificio piccolo,Ben isolata,105,69,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,8,0,10,0,2298.6234,0,0,0,non_nord_est,secondo,SC0,isI0,SR2,Nord,Nord_Est-appartamento in edificio piccolo-1,HSDR_group52,Zero
3581,0,casa plurifamiliare,Non isolata,48,144,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,4,2,10,0,1713.9677,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3582,0,appartamento in edificio piccolo,Ben isolata,16,89,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,2,0,4,0,8153.4161,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3583,0,casa unifamiliare,Poco isolata,50,100,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,2,2,7,0,1592.4768,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3584,3,casa unifamiliare,Abbastanza isolata,35,114,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,5,1,9,0,1998.5792,0,0,0,non_nord_est,primo,SC0,isI0,SR2,Nord,Nord_Est-casa unifamiliare-3,HSDR_group52,Zero
3585,0,casa unifamiliare,Non isolata,101,63,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,4,3,1,8,0,1590.3,0,0,0,non_nord_est,primo,SC0,isI1,SR0,Nord,Nord_Est-casa unifamiliare-0,HSDR_group63,Zero
3586,0,appartamento in edificio piccolo,Abbastanza isolata,44,92,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,2,0,0,2,0,3420.9235,0,0,0,non_nord_est,primo,SC3,isI0,SR0,Nord,Nord_Est-appartamento in edificio piccolo-0,HSDR_group63,Zero
3587,0,casa plurifamiliare,Ben isolata,44,170,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,7,8,0,15,0,1150.864,2,2,4,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
3588,2,appartamento in edificio piccolo,Ben isolata,22,83,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,3,4,0,7,0,8735.4405,0,0,0,non_nord_est,primo,SC2,isI0,SR3,Nord,Nord_Est-appartamento in edificio piccolo-2,HSDR_group63,Zero
3589,0,casa plurifamiliare,Abbastanza isolata,62,95,Veneto,12.33,45.43,Nord_Est,31.0,51,-5,2345,1,8,1,10,0,1823.6912,0,0,0,non_nord_est,primo,SC0,isI0,SR0,Nord,Nord_Est-casa plurifamiliare-0,HSDR_group64,Zero
